ID,X,Y,Ti,Hi,Di,Mi
WF-1-BJ104,494127.79806,5403525.956,36.83666621973407,246.43997479295462,0.534358410205255,13
WF-1-BJ105,494102.75348,5403525.961,37.1005886171463,246.85799190692384,0.5364909922615377,13
WF-1-BJ106,494077.70889999997,5403525.966,37.348204189092044,247.20222866946386,0.5380462556369654,13
WF-1-BJ107,494052.66432,5403525.971,37.576041680654924,247.46135482475944,0.5390260371944422,13
WF-1-BJ108,494027.61974,5403525.976,37.78260476768787,247.63164040384916,0.5394712348572652,13
WF-1-BJ109,494002.57516,5403525.981,37.967736476482486,247.71599381991,0.5394496490278979,13
WF-1-BJ110,493977.53057999996,5403525.986,38.13207662357743,247.7228838461877,0.5390461506909813,13
WF-1-BJ111,493952.486,5403525.990999999,38.27389128763573,247.65902864297635,0.5383334005876194,13
WF-1-BJ112,493927.44142,5403525.996,38.396579147809966,247.55223246884253,0.5374668512029401,13
WF-1-BJ113,493902.39684,5403526.001,38.50224312812452,247.42285503934863,0.5365526864323154,13
WF-1-BJ114,493877.35225999996,5403526.006,38.59198128899448,247.28689168821506,0.5356738899323598,13
WF-1-BJ115,493852.30767999997,5403526.011,38.66692942303799,247.15842199957672,0.5349015551421986,13
WF-1-BJ116,493827.2631,5403551.5485,38.67044923970755,247.81376448687314,0.5369668449348923,13
WF-1-BJ117,493827.2631,5403577.081,38.624104596671806,248.57897491182393,0.5391731472659531,13
WF-1-BJ118,493827.2631,5403602.6135,38.58769464791004,249.34175416066157,0.5409107981395118,13
WF-1-BJ119,493827.2631,5403628.146,38.55936285501292,250.09849747263326,0.542189630499758,13
WF-1-BJ120,493827.2631,5403653.678499999,38.537190018994956,250.84447036560243,0.5430298852156697,13
WF-1-BJ121,493827.2631,5403679.210999999,38.519384899692234,251.57367788927994,0.5434631275467711,13
WF-1-BJ122,493827.2631,5403704.7435,38.50442092390848,252.27902064589577,0.5435334976248586,13
WF-1-ZX1,493929.3930987325,5403628.12991072,38.36201829738538,250.73780121834852,0.542170243093356,13
WF-1-ZX2,493954.39309842227,5403628.125972288,38.303191001911756,250.86512742563087,0.5422083225313319,13
WF-1-ZX3,493979.3930981121,5403628.122033857,38.24087439037155,250.9619227986808,0.5422551767629055,13
WF-1-ZX4,494004.39309780183,5403628.118095425,38.175010745748,251.00937464894758,0.5423235567087119,13
WF-1-ZX5,494029.39309749164,5403628.114156994,38.10659174229872,251.00187461875225,0.5424328117769904,13
WF-1-ZX6,494054.3930971814,5403628.110218562,38.03644340832973,250.9349956356121,0.5426070566175885,13
WF-1-ZX7,494079.39309687115,5403628.10628013,37.96572260847647,250.80567840961368,0.5428764675460865,13
WF-1-ZX8,494104.39309656096,5403628.102341699,37.89629975881415,250.61463334165364,0.5432777332611615,13
WF-1-ZX9,494129.3930962507,5403628.098403268,37.831060667272524,250.3670582233559,0.5438564305376686,13
WF-1-ZX10,494154.39309594047,5403628.094464837,37.774242371285894,250.07327828827306,0.5446705247614814,13
WF-1-ZX11,494179.3930956303,5403628.090526405,37.73761083897037,249.75014296402438,0.545897923598421,13
WF-1-ZX12,494204.39309532003,5403628.086587973,37.730161513271625,249.4309834945749,0.5476410175425476,13
WF-1-ZX13,494229.39309500984,5403628.082649542,37.764221050325084,249.13954572257825,0.550088304612699,13
WF-1-ZX14,494254.3930946996,5403628.07871111,37.85373403515993,248.8960397555939,0.5534729048506974,13
WF-1-ZX15,494279.39309438935,5403628.074772679,38.01361403342108,248.71504275908788,0.5580620998941787,13
WF-1-ZX16,494304.39309407916,5403628.070834247,38.25922364214969,248.60378968665967,0.5641466244192443,13
WF-1-ZX17,494329.3930937689,5403628.0668958165,38.60868662595607,248.56223587192494,0.5720780936644201,13
WF-1-ZX18,494354.39309345867,5403628.062957385,39.09949023100482,248.5825176032298,0.5825590835860031,13
WF-1-ZX19,494379.3930931485,5403628.059018953,39.725704714200624,248.62928753911132,0.5954790041845949,13
WF-1-ZX20,494404.39309283823,5403628.055080522,40.4983340971141,248.67636910066864,0.6109980221259887,13
WF-1-ZX21,494429.39309252804,5403628.05114209,41.42639242351355,248.69569927108552,0.629211031524731,13
WF-1-ZX22,494454.3930922178,5403628.047203659,42.51637306681132,248.6585702045385,0.6501411077317734,13
WF-1-ZX23,494479.39309190755,5403628.043265227,43.77162539214122,248.53683672810533,0.6737333331851545,13
WF-1-ZX24,494504.39309159736,5403628.039326795,45.199989990031305,248.2965284361977,0.6999664830192811,13
WF-1-ZX25,494529.3930912871,5403628.035388364,46.805256107931825,247.89648156244328,0.7286865048212899,13
