ID,X,Y,ODI,ODI归一化,类别,厚度Ti,间距Hi,埋深Di,采高Mi,垮落角,面宽,煤柱宽
WF-1-BJ179,497358.90,5403926.24,220.6867,0.569570,green,23.94,171.68,157.7901,13.00,65.0,0.0,0.0
WF-1-BJ180,497333.82,5403926.24,224.4110,0.586963,green,24.03,177.11,151.4219,13.00,65.0,0.0,0.0
WF-1-BJ181,497308.75,5403926.24,227.4416,0.601117,green,24.12,181.53,146.1564,13.00,65.0,0.0,0.0
WF-1-BJ182,497283.68,5403926.24,226.7247,0.597769,green,24.18,180.53,146.8470,13.00,65.0,0.0,0.0
WF-1-BJ183,497258.61,5403926.24,226.0079,0.594422,green,24.24,179.54,147.5376,13.00,65.0,0.0,0.0
WF-1-BJ184,497233.54,5403926.24,223.6937,0.583613,green,24.34,176.29,150.3823,13.00,65.0,0.0,0.0
WF-1-BJ185,497208.47,5403926.24,219.5387,0.564208,green,24.46,170.43,155.7093,13.00,65.0,0.0,0.0
WF-1-BJ186,497183.40,5403926.24,215.3838,0.544804,green,24.59,164.58,161.0363,13.00,65.0,0.0,0.0
WF-1-BJ187,497158.33,5403926.24,210.6609,0.522746,green,24.73,158.05,166.5176,13.00,65.0,0.0,0.0
WF-1-BJ188,497133.26,5403926.24,205.7712,0.499909,green,24.87,151.33,172.0443,13.00,65.0,0.0,0.0
WF-1-BJ189,497108.19,5403926.24,200.9395,0.477344,green,25.01,144.71,177.4326,13.00,65.0,0.0,0.0
WF-1-BJ190,497083.12,5403926.24,196.7630,0.457838,green,25.09,139.20,181.2601,13.00,65.0,0.0,0.0
WF-1-BJ191,497058.05,5403926.24,192.5864,0.438332,green,25.17,133.69,185.0876,13.00,65.0,0.0,0.0
WF-1-BJ192,497032.97,5403926.24,188.7824,0.420567,green,25.22,128.75,188.2812,13.00,65.0,0.0,0.0
WF-1-BJ193,497007.90,5403926.24,185.5616,0.405524,green,25.24,124.71,190.4828,13.00,65.0,0.0,0.0
WF-1-BJ194,496982.83,5403926.24,182.3408,0.390482,green,25.25,120.66,192.6843,13.00,65.0,0.0,0.0
WF-1-BJ195,496957.76,5403926.24,179.7409,0.378340,green,25.24,117.47,194.2009,13.00,65.0,0.0,0.0
WF-1-BJ196,496932.69,5403926.24,177.4094,0.367451,green,25.22,114.65,195.4215,13.00,65.0,0.0,0.0
WF-1-BJ197,496907.62,5403926.24,175.0833,0.356587,green,25.20,111.84,196.6405,13.00,65.0,0.0,0.0
WF-1-BJ198,496882.55,5403926.24,173.5795,0.349564,green,25.18,109.97,197.6315,13.00,65.0,0.0,0.0
WF-1-BJ199,496857.48,5403926.24,172.0757,0.342541,green,25.17,108.11,198.6225,13.00,65.0,0.0,0.0
WF-1-BJ200,496832.41,5403926.24,170.7940,0.336555,green,25.16,106.46,199.7201,13.00,65.0,0.0,0.0
WF-1-BJ201,496807.34,5403926.24,169.9951,0.332824,green,25.17,105.28,201.0496,13.00,65.0,0.0,0.0
WF-1-BJ202,496782.27,5403926.24,169.1963,0.329093,green,25.18,104.10,202.3791,13.00,65.0,0.0,0.0
WF-1-BJ203,496757.20,5403926.24,168.6755,0.326661,green,25.19,103.18,203.9250,13.00,65.0,0.0,0.0
WF-1-BJ204,496732.12,5403926.24,168.3225,0.325012,green,25.20,102.42,205.6015,13.00,65.0,0.0,0.0
WF-1-BJ205,496707.05,5403926.24,167.9696,0.323364,green,25.21,101.65,207.2781,13.00,65.0,0.0,0.0
WF-1-BJ206,496681.98,5403926.24,167.7500,0.322338,green,25.15,101.12,208.8369,13.00,65.0,0.0,0.0
WF-1-BJ207,496656.91,5403926.24,167.5402,0.321359,green,25.10,100.60,210.3870,13.00,65.0,0.0,0.0
WF-1-BJ208,496631.84,5403926.24,167.3099,0.320283,green,25.01,100.11,211.8018,13.00,65.0,0.0,0.0
WF-1-BJ209,496606.77,5403926.24,167.0147,0.318904,green,24.82,99.72,212.7888,13.00,65.0,0.0,0.0
WF-1-BJ210,496581.70,5403926.24,166.7195,0.317526,green,24.64,99.33,213.7757,13.00,65.0,0.0,0.0
WF-1-BJ211,496556.63,5403926.24,166.2947,0.315542,green,24.37,98.96,214.3594,13.00,65.0,0.0,0.0
WF-1-BJ212,496531.56,5403926.24,165.7635,0.313061,green,24.03,98.61,214.6115,13.00,65.0,0.0,0.0
WF-1-BJ213,496506.49,5403926.24,165.2322,0.310579,green,23.69,98.25,214.8635,13.00,65.0,0.0,0.0
WF-1-BJ214,496481.42,5403926.24,164.4070,0.306726,green,23.21,97.83,214.4504,13.00,65.0,0.0,0.0
WF-1-BJ215,496456.34,5403926.24,163.5329,0.302643,green,22.70,97.41,213.9264,13.00,65.0,0.0,0.0
WF-1-BJ216,496431.27,5403926.24,162.5943,0.298260,green,22.17,96.96,213.2746,13.00,65.0,0.0,0.0
WF-1-BJ217,496406.20,5403926.24,161.3308,0.292359,green,21.49,96.42,211.9783,13.00,65.0,0.0,0.0
WF-1-BJ218,496381.13,5403926.24,160.0672,0.286457,green,20.82,95.87,210.6821,13.00,65.0,0.0,0.0
WF-1-BJ219,496356.06,5403926.24,158.6713,0.279938,green,20.07,95.30,209.1075,13.00,65.0,0.0,0.0
WF-1-BJ220,496330.99,5403926.24,157.1285,0.272733,green,19.26,94.69,207.2238,13.00,65.0,0.0,0.0
WF-1-BJ221,496305.92,5403926.24,155.5857,0.265527,green,18.45,94.08,205.3401,13.00,65.0,0.0,0.0
WF-1-BJ222,496280.85,5403926.24,154.1526,0.258834,green,17.68,93.55,203.4862,13.00,65.0,0.0,0.0
WF-1-BJ223,496255.78,5403926.24,152.7501,0.252284,green,16.92,93.04,201.6406,13.00,65.0,0.0,0.0
WF-1-BJ224,496230.71,5403926.24,151.4206,0.246075,green,16.21,92.55,199.8858,13.00,65.0,0.0,0.0
WF-1-BJ225,496205.64,5403953.53,149.1706,0.235567,green,14.58,92.05,197.0309,13.00,65.0,0.0,0.0
WF-1-BJ226,496205.64,5403980.83,147.9679,0.229950,green,13.63,91.86,195.4826,13.00,65.0,0.0,0.0
WF-1-BJ227,496205.64,5404008.12,147.1364,0.226066,green,12.94,91.74,194.4458,13.00,65.0,0.0,0.0
WF-1-BJ228,496205.64,5404035.42,147.7951,0.229143,green,13.31,91.95,195.4618,13.00,65.0,0.0,0.0
WF-1-BJ229,496205.64,5404062.72,148.5729,0.232775,green,13.72,92.19,196.6656,13.00,65.0,0.0,0.0
WF-1-BJ230,496205.64,5404090.01,150.8457,0.243390,green,14.85,92.98,200.2247,13.00,65.0,0.0,0.0
WF-1-BJ231,496205.64,5404117.31,153.1186,0.254005,green,15.98,93.77,203.7837,13.00,65.0,0.0,0.0
WF-1-BJ232,496205.64,5404144.61,155.6538,0.265845,green,16.87,94.91,207.9282,13.00,65.0,0.0,0.0
WF-1-ZX1,496328.47,5404049.07,270.4466,0.801965,red,18.23,94.64,208.5609,13.00,65.0,245.7,0.0
WF-1-ZX2,496353.47,5404049.07,272.4637,0.811385,red,19.37,95.25,211.6006,13.00,65.0,245.7,0.0
WF-1-ZX3,496378.47,5404049.07,274.2901,0.819915,red,20.46,95.74,214.4082,13.00,65.0,245.7,0.0
WF-1-ZX4,496403.47,5404049.07,275.8542,0.827220,red,21.47,96.07,216.8965,13.00,65.0,245.7,0.0
WF-1-ZX5,496428.47,5404049.07,277.4183,0.834524,red,22.49,96.40,219.3848,13.00,65.0,245.7,0.0
WF-1-ZX6,496453.47,5404049.07,278.5997,0.840042,red,23.40,96.49,221.4616,13.00,65.0,245.7,0.0
WF-1-ZX7,496478.47,5404049.07,279.6337,0.844871,red,24.27,96.48,223.3797,13.00,65.0,245.7,0.0
WF-1-ZX8,496503.47,5404049.07,280.6578,0.849654,red,25.13,96.47,225.2858,13.00,65.0,245.7,0.0
WF-1-ZX9,496528.47,5404049.07,281.2537,0.852437,red,25.82,96.25,226.6704,13.00,65.0,245.7,0.0
WF-1-ZX10,496553.47,5404049.07,281.8496,0.855220,red,26.51,96.02,228.0549,13.00,65.0,245.7,0.0
WF-1-ZX11,496578.47,5404049.07,282.3657,0.857630,red,27.10,95.86,229.1643,13.00,65.0,245.7,0.0
WF-1-ZX12,496603.47,5404049.07,282.7149,0.859261,red,27.49,95.80,229.6979,13.00,65.0,245.7,0.0
WF-1-ZX13,496628.47,5404049.07,283.0641,0.860892,red,27.88,95.74,230.2315,13.00,65.0,245.7,0.0
WF-1-ZX14,496653.47,5404049.07,283.4378,0.862638,red,28.05,96.08,229.9150,13.00,65.0,245.7,0.0
WF-1-ZX15,496678.47,5404049.07,283.8263,0.864452,red,28.09,96.66,229.0867,13.00,65.0,245.7,0.0
WF-1-ZX16,496703.47,5404049.07,284.2147,0.866266,red,28.12,97.23,228.2584,13.00,65.0,245.7,0.0
WF-1-ZX17,496728.47,5404049.07,284.8689,0.869321,red,27.97,98.53,226.2133,13.00,65.0,245.7,0.0
WF-1-ZX18,496753.47,5404049.07,285.5447,0.872477,red,27.80,99.89,224.0696,13.00,65.0,245.7,0.0
WF-1-ZX19,496778.47,5404049.07,286.3041,0.876024,red,27.64,101.36,221.7781,13.00,65.0,245.7,0.0
WF-1-ZX20,496803.47,5404049.07,287.3501,0.880909,red,27.49,103.25,218.9798,13.00,65.0,245.7,0.0
WF-1-ZX21,496828.47,5404049.07,288.3961,0.885794,red,27.34,105.15,216.1816,13.00,65.0,245.7,0.0
WF-1-ZX22,496853.47,5404049.07,289.6188,0.891505,red,27.25,107.19,213.3323,13.00,65.0,245.7,0.0
WF-1-ZX23,496878.47,5404049.07,291.0003,0.897957,red,27.21,109.38,210.4370,13.00,65.0,245.7,0.0
WF-1-ZX24,496903.47,5404049.07,292.3818,0.904409,red,27.18,111.57,207.5418,13.00,65.0,245.7,0.0
WF-1-ZX25,496928.47,5404049.07,293.9674,0.911814,red,27.22,113.89,204.7691,13.00,65.0,245.7,0.0
WF-1-ZX26,496953.47,5404049.07,295.5957,0.919419,red,27.28,116.24,202.0219,13.00,65.0,245.7,0.0
WF-1-ZX27,496978.47,5404049.07,297.2397,0.927097,red,27.34,118.59,199.3164,13.00,65.0,245.7,0.0
WF-1-ZX28,497003.47,5404049.07,298.9912,0.935277,red,27.40,121.00,196.8951,13.00,65.0,245.7,0.0
WF-1-ZX29,497028.47,5404049.07,300.7426,0.943457,red,27.46,123.41,194.4738,13.00,65.0,245.7,0.0
WF-1-ZX30,497053.47,5404049.07,302.4869,0.951603,red,27.49,125.79,192.2938,13.00,65.0,245.7,0.0
WF-1-ZX31,497078.47,5404049.07,304.2217,0.959705,red,27.47,128.12,190.4352,13.00,65.0,245.7,0.0
WF-1-ZX32,497103.47,5404049.07,305.9564,0.967807,red,27.46,130.45,188.5766,13.00,65.0,245.7,0.0
WF-1-ZX33,497128.47,5404049.07,307.5341,0.975175,red,27.36,132.55,187.3164,13.00,65.0,245.7,0.0
WF-1-ZX34,497153.47,5404049.07,309.0535,0.982271,red,27.22,134.57,186.2780,13.00,65.0,245.7,0.0
WF-1-ZX35,497178.47,5404049.07,310.5540,0.989279,red,27.08,136.56,185.2767,13.00,65.0,245.7,0.0
WF-1-ZX36,497203.47,5404049.07,311.4522,0.993474,red,26.87,137.69,185.4594,13.00,65.0,245.7,0.0
WF-1-ZX37,497228.47,5404049.07,312.3504,0.997669,red,26.66,138.82,185.6420,13.00,65.0,245.7,0.0
WF-1-ZX38,497253.47,5404049.07,312.8496,1.000000,red,26.43,139.38,186.4606,13.00,65.0,245.7,0.0
WF-1-ZX39,497278.47,5404049.07,312.5428,0.998567,red,26.19,138.78,188.5635,13.00,65.0,245.7,0.0
WF-1-ZX40,497303.47,5404049.07,312.2361,0.997135,red,25.96,138.18,190.6665,13.00,65.0,245.7,0.0
WF-1-ZX41,497328.47,5404049.07,310.9792,0.991265,red,25.69,136.23,194.2653,13.00,65.0,245.7,0.0
WF-1-ZX42,497353.47,5404049.07,309.1691,0.982811,red,25.41,133.49,198.7352,13.00,65.0,245.7,0.0
WF-1-ZX43,497378.47,5404049.07,307.3589,0.974357,red,25.13,130.75,203.2051,13.00,65.0,245.7,0.0
WF-1-ZX44,497403.47,5404049.07,304.3798,0.960443,red,24.73,126.44,209.4170,13.00,65.0,245.7,0.0
WF-1-ZX45,497428.47,5404049.07,301.3163,0.946136,red,24.31,122.02,215.7545,13.00,65.0,245.7,0.0
WF-1-ZX46,497453.47,5404049.07,298.0617,0.930936,red,23.85,117.40,222.2676,13.00,65.0,245.7,0.0
WF-1-ZX47,497478.47,5404049.07,294.1797,0.912806,red,23.19,112.11,229.3571,13.00,65.0,245.7,0.0
WF-1-ZX48,497503.47,5404049.07,290.2976,0.894675,red,22.54,106.83,236.4466,13.00,65.0,245.7,0.0
WF-1-ZX49,497528.47,5404049.07,286.1435,0.875274,red,21.71,101.42,243.3670,13.00,65.0,245.7,0.0
WF-1-ZX50,497553.47,5404049.07,281.7523,0.854766,red,20.74,95.91,250.1398,13.00,65.0,245.7,0.0
WF-1-ZX51,497578.47,5404049.07,277.3611,0.834258,red,19.77,90.40,256.9126,13.00,65.0,245.7,0.0
WF-1-ZX52,497603.47,5404049.07,272.9302,0.813564,red,18.59,85.25,262.6205,13.00,65.0,245.7,0.0
WF-1-ZX53,497628.47,5404049.07,268.4914,0.792833,red,17.38,80.17,268.1181,13.00,65.0,245.7,0.0
WF-1-ZX54,497653.47,5404049.07,264.2244,0.772905,red,16.19,75.32,273.2977,13.00,65.0,245.7,0.0
WF-1-ZX55,497678.47,5404049.07,261.0492,0.758076,red,15.21,71.95,276.4549,13.00,65.0,245.7,0.0
WF-1-ZX56,497703.47,5404049.07,257.8741,0.743247,red,14.22,68.58,279.6122,13.00,65.0,245.7,0.0
WF-1-ZX57,497728.47,5404049.07,255.9581,0.734299,red,13.63,66.53,281.5814,13.00,65.0,245.7,0.0
WF-1-ZX58,497753.47,5404049.07,255.6665,0.732936,red,13.55,66.18,282.0179,13.00,65.0,245.7,0.0
WF-1-ZX59,497778.47,5404049.07,255.3748,0.731574,red,13.47,65.83,282.4544,13.00,65.0,245.7,0.0
WF-1-ZX60,497803.47,5404049.07,256.7979,0.738221,red,14.00,67.09,281.8552,13.00,65.0,245.7,0.0
WF-1-ZX61,497828.47,5404049.07,258.8315,0.747718,red,14.74,68.92,280.8873,13.00,65.0,245.7,0.0
WF-1-ZX62,497853.47,5404049.07,260.8746,0.757260,red,15.49,70.76,279.9164,13.00,65.0,245.7,0.0
WF-1-ZX63,497878.47,5404049.07,263.1583,0.767926,red,16.35,72.79,278.8704,13.00,65.0,245.7,0.0
WF-1-ZX64,497903.47,5404049.07,265.4420,0.778591,red,17.21,74.82,277.8245,13.00,65.0,245.7,0.0
WF-1-ZX65,497928.47,5404049.07,267.4710,0.788068,red,17.98,76.64,276.7730,13.00,65.0,245.7,0.0
WF-1-ZX66,497953.47,5404049.07,269.0037,0.795225,red,18.59,78.05,275.7108,13.00,65.0,245.7,0.0
WF-1-ZX67,497978.47,5404049.07,270.5363,0.802383,red,19.20,79.47,274.6486,13.00,65.0,245.7,0.0
WF-1-ZX68,498003.47,5404049.07,271.6246,0.807466,red,19.65,80.58,273.3052,13.00,65.0,245.7,0.0
WF-1-ZX69,498028.47,5404049.07,272.4627,0.811380,red,20.02,81.53,271.8035,13.00,65.0,245.7,0.0
WF-1-ZX70,498053.47,5404049.07,273.3008,0.815294,red,20.38,82.48,270.3019,13.00,65.0,245.7,0.0
WF-1-ZX71,498078.47,5404049.07,273.7827,0.817545,red,20.61,83.26,268.2885,13.00,65.0,245.7,0.0
WF-1-ZX72,498103.47,5404049.07,274.2422,0.819691,red,20.83,84.02,266.2428,13.00,65.0,245.7,0.0
WF-1-ZX73,498128.47,5404049.07,274.6500,0.821596,red,21.03,84.74,264.2493,13.00,65.0,245.7,0.0
WF-1-ZX74,498153.47,5404049.07,274.8950,0.822740,red,21.16,85.31,262.4197,13.00,65.0,245.7,0.0
WF-1-ZX75,498178.47,5404049.07,275.1400,0.823884,red,21.29,85.87,260.5902,13.00,65.0,245.7,0.0
WF-1-ZX76,498203.47,5404049.07,275.1871,0.824104,red,21.36,86.06,259.6728,13.00,65.0,245.7,0.0
WF-1-ZX77,498228.47,5404049.07,275.0671,0.823544,red,21.39,85.94,259.5258,13.00,65.0,245.7,0.0
WF-1-ZX78,498253.47,5404049.07,274.9472,0.822983,red,21.42,85.81,259.3788,13.00,65.0,245.7,0.0
WF-1-ZX79,498278.47,5404049.07,274.3552,0.820219,red,21.39,84.83,261.0174,13.00,65.0,245.7,0.0
WF-1-ZX80,498303.47,5404049.07,273.6754,0.817044,red,21.35,83.68,262.9888,13.00,65.0,245.7,0.0
WF-1-ZX81,498328.47,5404049.07,272.9337,0.813580,red,21.31,82.43,265.0890,13.00,65.0,245.7,0.0
WF-1-ZX82,498353.47,5404049.07,271.8235,0.808395,red,21.32,80.57,267.9567,13.00,65.0,245.7,0.0
WF-1-ZX83,498378.47,5404049.07,270.7134,0.803210,red,21.33,78.72,270.8243,13.00,65.0,245.7,0.0
WF-1-ZX84,498403.47,5404049.07,269.5168,0.797622,red,21.42,76.72,273.5665,13.00,65.0,245.7,0.0
WF-1-ZX85,498428.47,5404049.07,268.2122,0.791529,red,21.61,74.56,276.1520,13.00,65.0,245.7,0.0
WF-1-ZX86,498453.47,5404049.07,266.9075,0.785436,red,21.79,72.40,278.7374,13.00,65.0,245.7,0.0
WF-1-ZX87,498478.47,5404049.07,265.5197,0.778954,red,22.21,70.08,280.7658,13.00,65.0,245.7,0.0
WF-1-ZX88,498503.47,5404049.07,264.1034,0.772339,red,22.70,67.70,282.6038,13.00,65.0,245.7,0.0
WF-1-ZX89,498528.47,5404049.07,262.6807,0.765695,red,23.21,65.31,284.3991,13.00,65.0,245.7,0.0
WF-1-ZX90,498553.47,5404049.07,261.1262,0.758435,red,24.13,62.63,285.3111,13.00,65.0,245.7,0.0
WF-1-ZX91,498578.47,5404049.07,259.5717,0.751175,red,25.05,59.95,286.2232,13.00,65.0,245.7,0.0
WF-1-ZX92,498603.47,5404049.07,257.9801,0.743742,red,26.12,57.17,286.7863,13.00,65.0,245.7,0.0
WF-1-ZX93,498628.47,5404049.07,256.3187,0.735983,red,27.49,54.21,286.6923,13.00,65.0,245.7,0.0
WF-1-ZX94,498653.47,5404049.07,254.6572,0.728223,red,28.86,51.25,286.5983,13.00,65.0,245.7,0.0
WF-1-ZX95,498678.47,5404049.07,253.1711,0.721282,red,30.21,48.59,286.1039,13.00,65.0,245.7,0.0
WF-1-ZX96,498703.47,5404049.07,251.7803,0.714787,red,31.56,46.08,285.3917,13.00,65.0,245.7,0.0
WF-1-ZX97,498728.47,5404049.07,250.3895,0.708292,red,32.91,43.58,284.6794,13.00,65.0,245.7,0.0
WF-1-ZX98,498753.47,5404049.07,249.9613,0.706292,red,33.34,42.80,284.3942,13.00,65.0,245.7,0.0
WF-1-ZX99,498778.47,5404049.07,249.5854,0.704536,red,33.72,42.12,284.1323,13.00,65.0,245.7,0.0
WF-1-ZX100,498803.47,5404049.07,249.5012,0.704142,red,33.84,41.94,284.1023,13.00,65.0,245.7,0.0
