ID,X,Y,厚度Ti,弹模Ei,间距Hi,埋深Di,采高Mi,垮落角,面宽,煤柱宽
WF-1-BJ217,496406.20,5403926.24,21.49,24.9,96.42,211.9783,13.00,65.0,0.0,0.0
WF-1-BJ218,496381.13,5403926.24,20.82,24.9,95.87,210.6821,13.00,65.0,0.0,0.0
WF-1-BJ219,496356.06,5403926.24,20.07,24.9,95.30,209.1075,13.00,65.0,0.0,0.0
WF-1-BJ220,496330.99,5403926.24,19.26,24.9,94.69,207.2238,13.00,65.0,0.0,0.0
WF-1-BJ221,496305.92,5403926.24,18.45,24.9,94.08,205.3401,13.00,65.0,0.0,0.0
WF-1-BJ222,496280.85,5403926.24,17.68,24.9,93.55,203.4862,13.00,65.0,0.0,0.0
WF-1-BJ223,496255.78,5403926.24,16.92,24.9,93.04,201.6406,13.00,65.0,0.0,0.0
WF-1-BJ224,496230.71,5403926.24,16.21,25.0,92.55,199.8858,13.00,65.0,0.0,0.0
WF-1-BJ225,496205.64,5403953.53,14.58,25.0,92.05,197.0309,13.00,65.0,0.0,0.0
WF-1-BJ226,496205.64,5403980.83,13.63,25.0,91.86,195.4826,13.00,65.0,0.0,0.0
WF-1-BJ227,496205.64,5404008.12,12.94,25.0,91.74,194.4458,13.00,65.0,0.0,0.0
WF-1-BJ228,496205.64,5404035.42,13.31,25.0,91.95,195.4618,13.00,65.0,0.0,0.0
WF-1-BJ229,496205.64,5404062.72,13.72,25.0,92.19,196.6656,13.00,65.0,0.0,0.0
WF-1-BJ230,496205.64,5404090.01,14.85,24.9,92.98,200.2247,13.00,65.0,0.0,0.0
WF-1-BJ231,496205.64,5404117.31,15.98,24.9,93.77,203.7837,13.00,65.0,0.0,0.0
WF-1-BJ232,496205.64,5404144.61,16.87,24.9,94.91,207.9282,13.00,65.0,0.0,0.0
WF-1-ZX1,496328.47,5404049.07,18.23,24.9,94.64,208.5609,13.00,65.0,245.7,0.0
WF-1-ZX2,496353.47,5404049.07,19.37,24.9,95.25,211.6006,13.00,65.0,245.7,0.0
WF-1-ZX3,496378.47,5404049.07,20.46,24.9,95.74,214.4082,13.00,65.0,245.7,0.0
WF-1-ZX4,496403.47,5404049.07,21.47,24.9,96.07,216.8965,13.00,65.0,245.7,0.0
WF-1-ZX5,496428.47,5404049.07,22.49,24.9,96.40,219.3848,13.00,65.0,245.7,0.0
WF-1-ZX6,496453.47,5404049.07,23.40,24.9,96.49,221.4616,13.00,65.0,245.7,0.0
WF-1-ZX7,496478.47,5404049.07,24.27,24.9,96.48,223.3797,13.00,65.0,245.7,0.0
WF-1-ZX8,496503.47,5404049.07,25.13,24.9,96.47,225.2858,13.00,65.0,245.7,0.0
WF-1-ZX9,496528.47,5404049.07,25.82,24.9,96.25,226.6704,13.00,65.0,245.7,0.0
WF-1-ZX10,496553.47,5404049.07,26.51,24.9,96.02,228.0549,13.00,65.0,245.7,0.0
WF-1-ZX11,496578.47,5404049.07,27.10,24.9,95.86,229.1643,13.00,65.0,245.7,0.0
WF-1-ZX12,496603.47,5404049.07,27.49,24.9,95.80,229.6979,13.00,65.0,245.7,0.0
WF-1-ZX13,496628.47,5404049.07,27.88,24.9,95.74,230.2315,13.00,65.0,245.7,0.0
WF-1-ZX14,496653.47,5404049.07,28.05,24.9,96.08,229.9150,13.00,65.0,245.7,0.0
WF-1-ZX15,496678.47,5404049.07,28.09,24.9,96.66,229.0867,13.00,65.0,245.7,0.0
WF-1-ZX16,496703.47,5404049.07,28.12,24.9,97.23,228.2584,13.00,65.0,245.7,0.0
WF-1-ZX17,496728.47,5404049.07,27.97,24.9,98.53,226.2133,13.00,65.0,245.7,0.0
WF-1-ZX18,496753.47,5404049.07,27.80,24.9,99.89,224.0696,13.00,65.0,245.7,0.0
WF-1-ZX19,496778.47,5404049.07,27.64,24.9,101.36,221.7781,13.00,65.0,245.7,0.0
WF-1-ZX20,496803.47,5404049.07,27.49,24.9,103.25,218.9798,13.00,65.0,245.7,0.0
WF-1-ZX21,496828.47,5404049.07,27.34,24.9,105.15,216.1816,13.00,65.0,245.7,0.0
WF-1-ZX22,496853.47,5404049.07,27.25,24.9,107.19,213.3323,13.00,65.0,245.7,0.0
WF-1-ZX23,496878.47,5404049.07,27.21,24.9,109.38,210.4370,13.00,65.0,245.7,0.0
WF-1-ZX24,496903.47,5404049.07,27.18,24.9,111.57,207.5418,13.00,65.0,245.7,0.0
WF-1-ZX25,496928.47,5404049.07,27.22,24.9,113.89,204.7691,13.00,65.0,245.7,0.0
WF-1-ZX26,496953.47,5404049.07,27.28,24.9,116.24,202.0219,13.00,65.0,245.7,0.0
WF-1-ZX27,496978.47,5404049.07,27.34,24.9,118.59,199.3164,13.00,65.0,245.7,0.0
WF-1-ZX28,497003.47,5404049.07,27.40,24.9,121.00,196.8951,13.00,65.0,245.7,0.0
WF-1-ZX29,497028.47,5404049.07,27.46,24.9,123.41,194.4738,13.00,65.0,245.7,0.0
WF-1-ZX30,497053.47,5404049.07,27.49,24.9,125.79,192.2938,13.00,65.0,245.7,0.0
WF-1-ZX31,497078.47,5404049.07,27.47,24.9,128.12,190.4352,13.00,65.0,245.7,0.0
WF-1-ZX32,497103.47,5404049.07,27.46,24.9,130.45,188.5766,13.00,65.0,245.7,0.0
WF-1-ZX33,497128.47,5404049.07,27.36,24.9,132.55,187.3164,13.00,65.0,245.7,0.0
WF-1-ZX34,497153.47,5404049.07,27.22,24.9,134.57,186.2780,13.00,65.0,245.7,0.0
WF-1-ZX35,497178.47,5404049.07,27.08,25.0,136.56,185.2767,13.00,65.0,245.7,0.0
WF-1-ZX36,497203.47,5404049.07,26.87,25.0,137.69,185.4594,13.00,65.0,245.7,0.0
WF-1-ZX37,497228.47,5404049.07,26.66,25.0,138.82,185.6420,13.00,65.0,245.7,0.0
WF-1-ZX38,497253.47,5404049.07,26.43,25.0,139.38,186.4606,13.00,65.0,245.7,0.0
WF-1-ZX39,497278.47,5404049.07,26.19,25.0,138.78,188.5635,13.00,65.0,245.7,0.0
WF-1-ZX40,497303.47,5404049.07,25.96,25.0,138.18,190.6665,13.00,65.0,245.7,0.0
WF-1-ZX41,497328.47,5404049.07,25.69,25.0,136.23,194.2653,13.00,65.0,245.7,0.0
WF-1-ZX42,497353.47,5404049.07,25.41,25.0,133.49,198.7352,13.00,65.0,245.7,0.0
WF-1-ZX43,497378.47,5404049.07,25.13,25.0,130.75,203.2051,13.00,65.0,245.7,0.0
WF-1-ZX44,497403.47,5404049.07,24.73,25.0,126.44,209.4170,13.00,65.0,245.7,0.0
WF-1-ZX45,497428.47,5404049.07,24.31,25.0,122.02,215.7545,13.00,65.0,245.7,0.0
WF-1-ZX46,497453.47,5404049.07,23.85,25.0,117.40,222.2676,13.00,65.0,245.7,0.0
WF-1-ZX47,497478.47,5404049.07,23.19,25.0,112.11,229.3571,13.00,65.0,245.7,0.0
WF-1-ZX48,497503.47,5404049.07,22.54,25.0,106.83,236.4466,13.00,65.0,245.7,0.0
WF-1-ZX49,497528.47,5404049.07,21.71,25.0,101.42,243.3670,13.00,65.0,245.7,0.0
WF-1-ZX50,497553.47,5404049.07,20.74,25.0,95.91,250.1398,13.00,65.0,245.7,0.0
WF-1-ZX51,497578.47,5404049.07,19.77,25.0,90.40,256.9126,13.00,65.0,245.7,0.0
WF-1-ZX52,497603.47,5404049.07,18.59,25.0,85.25,262.6205,13.00,65.0,245.7,0.0
WF-1-ZX53,497628.47,5404049.07,17.38,25.0,80.17,268.1181,13.00,65.0,245.7,0.0
WF-1-ZX54,497653.47,5404049.07,16.19,25.0,75.32,273.2977,13.00,65.0,245.7,0.0
WF-1-ZX55,497678.47,5404049.07,15.21,25.0,71.95,276.4549,13.00,65.0,245.7,0.0
WF-1-ZX56,497703.47,5404049.07,14.22,25.0,68.58,279.6122,13.00,65.0,245.7,0.0
WF-1-ZX57,497728.47,5404049.07,13.63,25.0,66.53,281.5814,13.00,65.0,245.7,0.0
WF-1-ZX58,497753.47,5404049.07,13.55,25.0,66.18,282.0179,13.00,65.0,245.7,0.0
WF-1-ZX59,497778.47,5404049.07,13.47,25.0,65.83,282.4544,13.00,65.0,245.7,0.0
WF-1-ZX60,497803.47,5404049.07,14.00,25.0,67.09,281.8552,13.00,65.0,245.7,0.0
WF-1-ZX61,497828.47,5404049.07,14.74,25.0,68.92,280.8873,13.00,65.0,245.7,0.0
WF-1-ZX62,497853.47,5404049.07,15.49,25.0,70.76,279.9164,13.00,65.0,245.7,0.0
WF-1-ZX63,497878.47,5404049.07,16.35,25.0,72.79,278.8704,13.00,65.0,245.7,0.0
WF-1-ZX64,497903.47,5404049.07,17.21,25.0,74.82,277.8245,13.00,65.0,245.7,0.0
WF-1-ZX65,497928.47,5404049.07,17.98,25.0,76.64,276.7730,13.00,65.0,245.7,0.0
WF-1-ZX66,497953.47,5404049.07,18.59,25.0,78.05,275.7108,13.00,65.0,245.7,0.0
WF-1-ZX67,497978.47,5404049.07,19.20,25.0,79.47,274.6486,13.00,65.0,245.7,0.0
WF-1-ZX68,498003.47,5404049.07,19.65,25.0,80.58,273.3052,13.00,65.0,245.7,0.0
WF-1-ZX69,498028.47,5404049.07,20.02,25.0,81.53,271.8035,13.00,65.0,245.7,0.0
WF-1-ZX70,498053.47,5404049.07,20.38,25.0,82.48,270.3019,13.00,65.0,245.7,0.0
WF-1-ZX71,498078.47,5404049.07,20.61,25.0,83.26,268.2885,13.00,65.0,245.7,0.0
WF-1-ZX72,498103.47,5404049.07,20.83,25.0,84.02,266.2428,13.00,65.0,245.7,0.0
WF-1-ZX73,498128.47,5404049.07,21.03,25.0,84.74,264.2493,13.00,65.0,245.7,0.0
WF-1-ZX74,498153.47,5404049.07,21.16,25.0,85.31,262.4197,13.00,65.0,245.7,0.0
WF-1-ZX75,498178.47,5404049.07,21.29,25.0,85.87,260.5902,13.00,65.0,245.7,0.0
WF-1-ZX76,498203.47,5404049.07,21.36,25.0,86.06,259.6728,13.00,65.0,245.7,0.0
WF-1-ZX77,498228.47,5404049.07,21.39,25.0,85.94,259.5258,13.00,65.0,245.7,0.0
WF-1-ZX78,498253.47,5404049.07,21.42,25.0,85.81,259.3788,13.00,65.0,245.7,0.0
WF-1-ZX79,498278.47,5404049.07,21.39,25.0,84.83,261.0174,13.00,65.0,245.7,0.0
WF-1-ZX80,498303.47,5404049.07,21.35,25.0,83.68,262.9888,13.00,65.0,245.7,0.0
WF-1-ZX81,498328.47,5404049.07,21.31,25.0,82.43,265.0890,13.00,65.0,245.7,0.0
WF-1-ZX82,498353.47,5404049.07,21.32,25.0,80.57,267.9567,13.00,65.0,245.7,0.0
WF-1-ZX83,498378.47,5404049.07,21.33,25.0,78.72,270.8243,13.00,65.0,245.7,0.0
WF-1-ZX84,498403.47,5404049.07,21.42,25.0,76.72,273.5665,13.00,65.0,245.7,0.0
WF-1-ZX85,498428.47,5404049.07,21.61,25.0,74.56,276.1520,13.00,65.0,245.7,0.0
WF-1-ZX86,498453.47,5404049.07,21.79,25.0,72.40,278.7374,13.00,65.0,245.7,0.0
WF-1-ZX87,498478.47,5404049.07,22.21,25.0,70.08,280.7658,13.00,65.0,245.7,0.0
WF-1-ZX88,498503.47,5404049.07,22.70,25.0,67.70,282.6038,13.00,65.0,245.7,0.0
WF-1-ZX89,498528.47,5404049.07,23.21,25.0,65.31,284.3991,13.00,65.0,245.7,0.0
WF-1-ZX90,498553.47,5404049.07,24.13,25.0,62.63,285.3111,13.00,65.0,245.7,0.0
WF-1-ZX91,498578.47,5404049.07,25.05,25.0,59.95,286.2232,13.00,65.0,245.7,0.0
WF-1-ZX92,498603.47,5404049.07,26.12,25.0,57.17,286.7863,13.00,65.0,245.7,0.0
WF-1-ZX93,498628.47,5404049.07,27.49,25.0,54.21,286.6923,13.00,65.0,245.7,0.0
WF-1-ZX94,498653.47,5404049.07,28.86,25.0,51.25,286.5983,13.00,65.0,245.7,0.0
WF-1-ZX95,498678.47,5404049.07,30.21,25.0,48.59,286.1039,13.00,65.0,245.7,0.0
WF-1-ZX96,498703.47,5404049.07,31.56,25.0,46.08,285.3917,13.00,65.0,245.7,0.0
WF-1-ZX97,498728.47,5404049.07,32.91,25.0,43.58,284.6794,13.00,65.0,245.7,0.0
WF-1-ZX98,498753.47,5404049.07,33.34,25.0,42.80,284.3942,13.00,65.0,245.7,0.0
WF-1-ZX99,498778.47,5404049.07,33.72,25.0,42.12,284.1323,13.00,65.0,245.7,0.0
WF-1-ZX100,498803.47,5404049.07,33.84,25.0,41.94,284.1023,13.00,65.0,245.7,0.0
