ID,X,Y,ODI,ODI归一化,类别,厚度Ti,间距Hi,埋深Di,采高Mi,垮落角,面宽,煤柱宽
WF-2-BJ195,497530.88,5404634.22,147.2616,0.247429,green,30.31,85.66,302.2680,4.00,0.0,0.0,0.0
WF-2-BJ196,497505.83,5404634.22,147.7249,0.249639,green,29.89,87.13,299.7836,4.00,0.0,0.0,0.0
WF-2-BJ197,497480.79,5404634.22,148.2516,0.252152,green,29.35,88.88,296.8234,4.00,0.0,0.0,0.0
WF-2-BJ198,497455.75,5404634.22,148.7784,0.254666,green,28.81,90.62,293.8632,4.00,0.0,0.0,0.0
WF-2-BJ199,497430.71,5404634.22,149.3112,0.257208,green,28.35,92.43,290.3802,4.00,0.0,0.0,0.0
WF-2-BJ200,497405.67,5404634.22,149.8469,0.259764,green,27.92,94.27,286.6463,4.00,0.0,0.0,0.0
WF-2-BJ201,497380.62,5404634.22,150.3827,0.262320,green,27.49,96.11,282.9123,4.00,0.0,0.0,0.0
WF-2-BJ202,497355.58,5404634.22,150.8699,0.264645,green,27.25,97.85,278.6677,4.00,0.0,0.0,0.0
WF-2-BJ203,497330.54,5404634.22,151.3562,0.266965,green,27.00,99.59,274.4132,4.00,0.0,0.0,0.0
WF-2-BJ204,497305.50,5404634.22,151.8156,0.269157,green,26.80,101.27,270.1583,4.00,0.0,0.0,0.0
WF-2-BJ205,497280.46,5404634.22,152.2082,0.271030,green,26.69,102.79,265.9023,4.00,0.0,0.0,0.0
WF-2-BJ206,497255.41,5404634.22,152.6008,0.272903,green,26.57,104.30,261.6463,4.00,0.0,0.0,0.0
WF-2-BJ207,497230.37,5404634.22,152.9062,0.274360,green,26.48,105.61,257.7825,4.00,0.0,0.0,0.0
WF-2-BJ208,497205.33,5404634.22,153.1513,0.275530,green,26.40,106.77,254.1893,4.00,0.0,0.0,0.0
WF-2-BJ209,497180.29,5404634.22,153.3964,0.276699,green,26.31,107.94,250.5960,4.00,0.0,0.0,0.0
WF-2-BJ210,497155.25,5404634.22,153.4642,0.277022,green,26.17,108.70,248.0604,4.00,0.0,0.0,0.0
WF-2-BJ211,497130.20,5404634.22,153.5115,0.277248,green,26.01,109.41,245.6462,4.00,0.0,0.0,0.0
WF-2-BJ212,497105.16,5404634.22,153.5159,0.277269,green,25.84,110.04,243.4907,4.00,0.0,0.0,0.0
WF-2-BJ213,497080.12,5404634.22,153.3508,0.276482,green,25.55,110.31,242.3549,4.00,0.0,0.0,0.0
WF-2-BJ214,497055.08,5404634.22,153.1858,0.275694,green,25.27,110.59,241.2190,4.00,0.0,0.0,0.0
WF-2-BJ215,497030.04,5404634.22,152.9291,0.274469,green,24.92,110.70,240.5696,4.00,0.0,0.0,0.0
WF-2-BJ216,497004.99,5404634.22,152.5836,0.272821,green,24.50,110.65,240.3920,4.00,0.0,0.0,0.0
WF-2-BJ217,496979.95,5404634.22,152.2380,0.271172,green,24.08,110.60,240.2144,4.00,0.0,0.0,0.0
WF-2-BJ218,496954.91,5404634.22,151.7929,0.269048,green,23.56,110.43,240.4069,4.00,0.0,0.0,0.0
WF-2-BJ219,496929.87,5404634.22,151.3249,0.266815,green,23.01,110.23,240.6845,4.00,0.0,0.0,0.0
WF-2-BJ220,496904.83,5404634.22,150.8490,0.264545,green,22.45,110.03,240.9624,4.00,0.0,0.0,0.0
WF-2-BJ221,496879.78,5404634.22,150.3146,0.261995,green,21.78,109.85,241.2423,4.00,0.0,0.0,0.0
WF-2-BJ222,496854.74,5404634.22,149.7802,0.259445,green,21.11,109.68,241.5221,4.00,0.0,0.0,0.0
WF-2-BJ223,496829.70,5404634.22,149.2351,0.256845,green,20.37,109.56,241.6696,4.00,0.0,0.0,0.0
WF-2-BJ224,496804.66,5404634.22,148.6755,0.254175,green,19.55,109.55,241.6371,4.00,0.0,0.0,0.0
WF-2-BJ225,496779.62,5404634.22,148.1158,0.251504,green,18.72,109.53,241.6045,4.00,0.0,0.0,0.0
WF-2-BJ226,496754.57,5404634.22,147.5601,0.248853,green,17.74,109.73,241.2076,4.00,0.0,0.0,0.0
WF-2-BJ227,496729.53,5404634.22,147.0057,0.246208,green,16.70,110.00,240.6751,4.00,0.0,0.0,0.0
WF-2-BJ228,496704.49,5404634.22,146.4530,0.243571,green,15.66,110.28,240.1242,4.00,0.0,0.0,0.0
WF-2-BJ229,496679.45,5404634.22,145.9461,0.241152,green,14.41,110.90,239.0493,4.00,0.0,0.0,0.0
WF-2-BJ230,496654.41,5404634.22,145.4391,0.238733,green,13.16,111.53,237.9744,4.00,0.0,0.0,0.0
WF-2-BJ231,496629.36,5404634.22,144.9770,0.236529,green,11.91,112.22,236.8157,4.00,0.0,0.0,0.0
WF-2-BJ232,496604.32,5404634.22,144.6022,0.234740,green,10.67,113.05,235.4941,4.00,0.0,0.0,0.0
WF-2-BJ233,496579.28,5404634.22,144.2273,0.232952,green,9.43,113.88,234.1724,4.00,0.0,0.0,0.0
WF-2-BJ234,496554.24,5404634.22,144.0017,0.231875,green,8.60,114.49,233.2363,4.00,0.0,0.0,0.0
WF-2-BJ235,496529.20,5404634.22,143.8582,0.231191,green,7.98,114.97,232.5124,4.00,0.0,0.0,0.0
WF-2-BJ236,496504.15,5404634.22,143.7148,0.230506,green,7.36,115.45,231.7886,4.00,0.0,0.0,0.0
WF-2-BJ237,496479.11,5404634.22,143.7490,0.230670,green,7.72,115.10,232.2654,4.00,0.0,0.0,0.0
WF-2-BJ238,496454.07,5404634.22,143.7926,0.230878,green,8.13,114.70,232.8052,4.00,0.0,0.0,0.0
WF-2-BJ239,496429.03,5404634.22,143.8379,0.231093,green,8.67,114.16,233.5217,4.00,0.0,0.0,0.0
WF-2-BJ240,496403.99,5404634.22,143.8879,0.231332,green,9.60,113.21,234.7529,4.00,0.0,0.0,0.0
WF-2-BJ241,496378.94,5404634.22,143.9379,0.231571,green,10.52,112.25,235.9842,4.00,0.0,0.0,0.0
WF-2-BJ242,496353.90,5404634.22,143.9531,0.231643,green,11.33,111.37,237.0790,4.00,0.0,0.0,0.0
WF-2-BJ243,496328.86,5404634.22,143.9412,0.231586,green,12.06,110.55,238.0668,4.00,0.0,0.0,0.0
WF-2-BJ244,496303.82,5404634.22,143.9292,0.231529,green,12.79,109.72,239.0547,4.00,0.0,0.0,0.0
WF-2-BJ245,496278.78,5404634.22,143.9199,0.231485,green,13.17,109.31,239.5180,4.00,0.0,0.0,0.0
WF-2-BJ246,496253.73,5404634.22,143.9111,0.231443,green,13.49,108.96,239.9000,4.00,0.0,0.0,0.0
WF-2-BJ247,496228.69,5404634.22,143.9153,0.231463,green,13.75,108.69,240.1869,4.00,0.0,0.0,0.0
WF-2-BJ248,496203.65,5404634.22,143.9830,0.231786,green,13.74,108.82,240.0138,4.00,0.0,0.0,0.0
WF-2-BJ249,496178.61,5404634.22,144.0507,0.232109,green,13.72,108.96,239.8406,4.00,0.0,0.0,0.0
WF-2-BJ250,496153.57,5404634.22,144.1469,0.232568,green,13.63,109.22,239.5401,4.00,0.0,0.0,0.0
WF-2-BJ251,496128.52,5404634.22,144.2744,0.233176,green,13.46,109.62,239.0998,4.00,0.0,0.0,0.0
WF-2-BJ252,496103.48,5404634.22,144.4019,0.233785,green,13.28,110.02,238.6595,4.00,0.0,0.0,0.0
WF-2-BJ253,496078.44,5404634.22,144.4489,0.234009,green,13.15,110.24,238.4136,4.00,0.0,0.0,0.0
WF-2-BJ254,496053.40,5404634.22,144.4733,0.234125,green,13.03,110.41,238.2219,4.00,0.0,0.0,0.0
WF-2-BJ255,496028.36,5404634.22,144.4722,0.234120,green,12.93,110.52,238.0894,4.00,0.0,0.0,0.0
WF-2-BJ256,496003.31,5404634.22,144.2035,0.232838,green,12.99,110.03,238.5759,4.00,0.0,0.0,0.0
WF-2-BJ257,495978.27,5404634.22,143.9347,0.231555,green,13.06,109.54,239.0625,4.00,0.0,0.0,0.0
WF-2-BJ258,495953.23,5404634.22,143.5610,0.229772,green,13.17,108.83,239.7615,4.00,0.0,0.0,0.0
WF-2-BJ259,495928.19,5404634.22,143.0249,0.227214,green,13.36,107.79,240.7894,4.00,0.0,0.0,0.0
WF-2-BJ260,495903.15,5404634.22,142.4888,0.224657,green,13.54,106.75,241.8174,4.00,0.0,0.0,0.0
WF-2-BJ261,495878.10,5404634.22,141.9077,0.221884,green,13.70,105.66,242.8946,4.00,0.0,0.0,0.0
WF-2-BJ262,495853.06,5404634.22,141.3071,0.219019,green,13.86,104.55,243.9931,4.00,0.0,0.0,0.0
WF-2-BJ263,495828.02,5404634.22,140.7069,0.216155,green,14.02,103.43,245.0911,4.00,0.0,0.0,0.0
WF-2-BJ264,495802.98,5404634.22,140.2038,0.213755,green,14.06,102.56,246.0269,4.00,0.0,0.0,0.0
WF-2-BJ265,495777.94,5404634.22,139.7007,0.211354,green,14.11,101.69,246.9627,4.00,0.0,0.0,0.0
WF-2-BJ266,495752.89,5404634.22,139.2492,0.209200,green,14.12,100.92,247.8903,4.00,0.0,0.0,0.0
WF-2-BJ267,495727.85,5404634.22,138.9132,0.207597,green,14.05,100.36,248.7996,4.00,0.0,0.0,0.0
WF-2-BJ268,495702.81,5404634.22,138.5773,0.205994,green,13.97,99.80,249.7089,4.00,0.0,0.0,0.0
WF-2-BJ269,495677.77,5404634.22,138.3622,0.204968,green,13.83,99.40,250.8064,4.00,0.0,0.0,0.0
WF-2-BJ270,495652.73,5404608.55,137.6707,0.201669,green,13.80,99.23,247.7329,4.00,0.0,0.0,0.0
WF-2-BJ271,495652.73,5404582.88,137.1181,0.199032,green,13.96,99.34,243.4434,4.00,0.0,0.0,0.0
WF-2-BJ272,495652.73,5404557.22,136.2045,0.194673,green,13.99,99.15,238.9706,4.00,0.0,0.0,0.0
WF-2-BJ273,495652.73,5404531.55,135.2910,0.190315,green,14.02,98.96,234.4978,4.00,0.0,0.0,0.0
WF-2-BJ274,495652.73,5404505.88,134.1131,0.184695,green,13.91,98.56,230.0170,4.00,0.0,0.0,0.0
WF-2-BJ275,495652.73,5404480.22,132.8423,0.178631,green,13.74,98.08,225.5334,4.00,0.0,0.0,0.0
WF-2-BJ276,495652.73,5404454.55,131.5347,0.172393,green,13.50,97.57,221.3418,4.00,0.0,0.0,0.0
WF-2-BJ277,495652.73,5404428.88,130.1872,0.165964,green,13.17,97.00,217.4673,4.00,0.0,0.0,0.0
WF-2-BJ278,495652.73,5404403.22,128.9612,0.160114,green,12.87,96.48,213.9841,4.00,0.0,0.0,0.0
WF-2-BJ279,495652.73,5404377.55,128.1694,0.156336,green,12.66,96.12,211.8979,4.00,0.0,0.0,0.0
WF-2-BJ280,495652.73,5404351.88,127.3776,0.152559,green,12.45,95.76,209.8118,4.00,0.0,0.0,0.0
WF-3-BJ1,495678.04,5404664.22,138.6183,0.206190,green,13.64,98.92,255.1809,4.00,0.0,0.0,0.0
WF-3-BJ2,495703.08,5404664.22,138.7102,0.206629,green,13.83,99.18,253.8693,4.00,0.0,0.0,0.0
WF-3-BJ3,495728.12,5404664.22,138.9141,0.207601,green,13.94,99.58,252.8297,4.00,0.0,0.0,0.0
WF-3-BJ4,495753.16,5404664.22,139.1180,0.208574,green,14.06,99.97,251.7900,4.00,0.0,0.0,0.0
WF-3-BJ5,495778.20,5404664.22,139.4383,0.210102,green,14.09,100.56,250.8087,4.00,0.0,0.0,0.0
WF-3-BJ6,495803.24,5404664.22,139.8080,0.211866,green,14.08,101.24,249.8522,4.00,0.0,0.0,0.0
WF-3-BJ7,495828.28,5404664.22,140.1785,0.213634,green,14.08,101.91,248.8949,4.00,0.0,0.0,0.0
WF-3-BJ8,495853.32,5404664.22,140.6604,0.215933,green,13.99,102.82,247.8352,4.00,0.0,0.0,0.0
WF-3-BJ9,495878.36,5404664.22,141.1423,0.218232,green,13.89,103.72,246.7755,4.00,0.0,0.0,0.0
WF-3-BJ10,495903.40,5404664.22,141.6189,0.220507,green,13.79,104.62,245.7329,4.00,0.0,0.0,0.0
WF-3-BJ11,495928.44,5404664.22,142.0839,0.222725,green,13.68,105.51,244.7280,4.00,0.0,0.0,0.0
WF-3-BJ12,495953.48,5404664.22,142.5489,0.224944,green,13.56,106.40,243.7231,4.00,0.0,0.0,0.0
WF-3-BJ13,495978.52,5404664.22,142.9053,0.226644,green,13.49,107.06,242.9782,4.00,0.0,0.0,0.0
WF-3-BJ14,496003.56,5404664.22,143.1943,0.228023,green,13.46,107.58,242.3945,4.00,0.0,0.0,0.0
WF-3-BJ15,496028.60,5404664.22,143.4832,0.229401,green,13.42,108.09,241.8109,4.00,0.0,0.0,0.0
WF-3-BJ16,496053.64,5404664.22,143.5820,0.229873,green,13.48,108.18,241.7166,4.00,0.0,0.0,0.0
WF-3-BJ17,496078.68,5404664.22,143.6648,0.230268,green,13.56,108.23,241.6636,4.00,0.0,0.0,0.0
WF-3-BJ18,496103.72,5404664.22,143.7285,0.230572,green,13.64,108.24,241.6570,4.00,0.0,0.0,0.0
WF-3-BJ19,496128.76,5404664.22,143.7275,0.230567,green,13.74,108.13,241.8085,4.00,0.0,0.0,0.0
WF-3-BJ20,496153.80,5404664.22,143.7266,0.230562,green,13.84,108.01,241.9599,4.00,0.0,0.0,0.0
WF-3-BJ21,496178.84,5404664.22,143.7393,0.230623,green,13.85,108.00,241.9928,4.00,0.0,0.0,0.0
WF-3-BJ22,496203.87,5404664.22,143.7640,0.230741,green,13.80,108.09,241.9215,4.00,0.0,0.0,0.0
WF-3-BJ23,496228.91,5404664.22,143.7887,0.230859,green,13.75,108.17,241.8503,4.00,0.0,0.0,0.0
WF-3-BJ24,496253.95,5404664.22,143.8400,0.231104,green,13.44,108.59,241.3551,4.00,0.0,0.0,0.0
WF-3-BJ25,496278.99,5404664.22,143.8964,0.231373,green,13.08,109.08,240.7778,4.00,0.0,0.0,0.0
WF-3-BJ26,496304.03,5404664.22,143.9482,0.231620,green,12.67,109.62,240.1174,4.00,0.0,0.0,0.0
WF-3-BJ27,496329.07,5404664.22,143.9719,0.231733,green,11.93,110.50,238.9584,4.00,0.0,0.0,0.0
WF-3-BJ28,496354.11,5404664.22,143.9956,0.231846,green,11.19,111.38,237.7994,4.00,0.0,0.0,0.0
WF-3-BJ29,496379.15,5404664.22,143.9828,0.231785,green,10.37,112.30,236.5450,4.00,0.0,0.0,0.0
WF-3-BJ30,496404.19,5404664.22,143.9250,0.231509,green,9.47,113.26,235.1729,4.00,0.0,0.0,0.0
WF-3-BJ31,496429.23,5404664.22,143.8672,0.231234,green,8.56,114.23,233.8007,4.00,0.0,0.0,0.0
WF-3-BJ32,496454.27,5404664.22,143.8157,0.230988,green,8.04,114.76,233.0157,4.00,0.0,0.0,0.0
WF-3-BJ33,496479.31,5404664.22,143.7662,0.230751,green,7.64,115.16,232.4234,4.00,0.0,0.0,0.0
WF-3-BJ34,496504.35,5404664.22,143.7282,0.230570,green,7.29,115.50,231.9126,4.00,0.0,0.0,0.0
WF-3-BJ35,496529.39,5404664.22,143.8788,0.231289,green,7.88,115.03,232.7277,4.00,0.0,0.0,0.0
WF-3-BJ36,496554.43,5404664.22,144.0294,0.232007,green,8.48,114.55,233.5428,4.00,0.0,0.0,0.0
WF-3-BJ37,496579.47,5404664.22,144.2656,0.233134,green,9.29,113.95,234.6216,4.00,0.0,0.0,0.0
WF-3-BJ38,496604.51,5404664.22,144.6522,0.234979,green,10.48,113.13,236.1632,4.00,0.0,0.0,0.0
WF-3-BJ39,496629.55,5404664.22,145.0387,0.236823,green,11.67,112.30,237.7048,4.00,0.0,0.0,0.0
WF-3-BJ40,496654.59,5404664.22,145.5073,0.239058,green,12.87,111.59,239.1320,4.00,0.0,0.0,0.0
WF-3-BJ41,496679.63,5404664.22,146.0166,0.241488,green,14.08,110.94,240.5023,4.00,0.0,0.0,0.0
WF-3-BJ42,496704.67,5404664.22,146.5259,0.243918,green,15.29,110.29,241.8726,4.00,0.0,0.0,0.0
WF-3-BJ43,496729.71,5404664.22,147.0637,0.246485,green,16.29,109.95,242.7629,4.00,0.0,0.0,0.0
WF-3-BJ44,496754.75,5404664.22,147.6024,0.249055,green,17.29,109.61,243.6399,4.00,0.0,0.0,0.0
WF-3-BJ45,496779.79,5404664.22,148.1369,0.251605,green,18.23,109.35,244.3930,4.00,0.0,0.0,0.0
WF-3-BJ46,496804.83,5404664.22,148.6606,0.254104,green,19.02,109.26,244.8248,4.00,0.0,0.0,0.0
WF-3-BJ47,496829.87,5404664.22,149.1844,0.256603,green,19.81,109.18,245.2565,4.00,0.0,0.0,0.0
WF-3-BJ48,496854.91,5404664.22,149.6837,0.258985,green,20.50,109.17,245.5432,4.00,0.0,0.0,0.0
WF-3-BJ49,496879.95,5404664.22,150.1656,0.261284,green,21.13,109.22,245.7262,4.00,0.0,0.0,0.0
WF-3-BJ50,496904.99,5404664.22,150.6475,0.263583,green,21.75,109.27,245.9092,4.00,0.0,0.0,0.0
WF-3-BJ51,496930.03,5404664.22,151.0646,0.265574,green,22.26,109.32,246.1333,4.00,0.0,0.0,0.0
WF-3-BJ52,496955.07,5404664.22,151.4737,0.267525,green,22.76,109.38,246.3625,4.00,0.0,0.0,0.0
WF-3-BJ53,496980.11,5404664.22,151.8611,0.269374,green,23.23,109.40,246.6742,4.00,0.0,0.0,0.0
WF-3-BJ54,497005.15,5404664.22,152.1583,0.270792,green,23.61,109.32,247.3297,4.00,0.0,0.0,0.0
WF-3-BJ55,497030.19,5404664.22,152.4556,0.272210,green,23.98,109.24,247.9852,4.00,0.0,0.0,0.0
WF-3-BJ56,497055.23,5404664.22,152.6786,0.273274,green,24.29,109.04,249.0447,4.00,0.0,0.0,0.0
WF-3-BJ57,497080.27,5404664.22,152.8271,0.273983,green,24.54,108.69,250.5105,4.00,0.0,0.0,0.0
WF-3-BJ58,497105.31,5404664.22,152.9755,0.274691,green,24.79,108.35,251.9763,4.00,0.0,0.0,0.0
WF-3-BJ59,497130.35,5404664.22,152.9909,0.274764,green,24.95,107.74,254.2678,4.00,0.0,0.0,0.0
WF-3-BJ60,497155.39,5404664.22,152.9738,0.274683,green,25.09,107.06,256.7611,4.00,0.0,0.0,0.0
WF-3-BJ61,497180.43,5404664.22,152.9403,0.274523,green,25.21,106.34,259.3538,4.00,0.0,0.0,0.0
WF-3-BJ62,497205.47,5404664.22,152.7727,0.273723,green,25.28,105.33,262.7620,4.00,0.0,0.0,0.0
WF-3-BJ63,497230.51,5404664.22,152.6050,0.272923,green,25.35,104.31,266.1701,4.00,0.0,0.0,0.0
WF-3-BJ64,497255.55,5404664.22,152.3901,0.271898,green,25.43,103.19,269.7737,4.00,0.0,0.0,0.0
WF-3-BJ65,497280.59,5404664.22,152.1082,0.270553,green,25.50,101.92,273.6541,4.00,0.0,0.0,0.0
WF-3-BJ66,497305.63,5404664.22,151.8263,0.269208,green,25.58,100.65,277.5345,4.00,0.0,0.0,0.0
WF-3-BJ67,497330.67,5404664.22,151.4865,0.267586,green,25.72,99.28,281.3409,4.00,0.0,0.0,0.0
WF-3-BJ68,497355.71,5404664.22,151.1240,0.265857,green,25.89,97.86,285.1183,4.00,0.0,0.0,0.0
WF-3-BJ69,497380.75,5404664.22,150.7601,0.264121,green,26.06,96.44,288.8824,4.00,0.0,0.0,0.0
WF-3-BJ70,497405.79,5404664.22,150.3399,0.262116,green,26.36,94.96,292.1084,4.00,0.0,0.0,0.0
WF-3-BJ71,497430.83,5404664.22,149.9197,0.260111,green,26.66,93.48,295.3344,4.00,0.0,0.0,0.0
WF-3-BJ72,497455.87,5404664.22,149.4925,0.258073,green,26.98,92.03,298.3262,4.00,0.0,0.0,0.0
WF-3-BJ73,497480.91,5404664.22,149.0511,0.255967,green,27.34,90.63,300.8403,4.00,0.0,0.0,0.0
WF-3-BJ74,497505.95,5404664.22,148.6097,0.253861,green,27.71,89.23,303.3544,4.00,0.0,0.0,0.0
WF-3-BJ75,497530.99,5404664.22,148.1998,0.251905,green,27.99,88.02,305.5060,4.00,0.0,0.0,0.0
WF-3-BJ76,497556.03,5404664.22,147.8081,0.250036,green,28.21,86.92,307.4484,4.00,0.0,0.0,0.0
WF-3-BJ77,497581.07,5404664.22,147.4163,0.248167,green,28.43,85.82,309.3907,4.00,0.0,0.0,0.0
WF-3-BJ78,497606.11,5404664.22,147.1285,0.246794,green,28.27,85.20,311.1593,4.00,0.0,0.0,0.0
WF-3-BJ79,497631.15,5404664.22,146.8474,0.245452,green,28.08,84.62,312.9167,4.00,0.0,0.0,0.0
WF-3-BJ80,497656.19,5404664.22,146.5884,0.244217,green,27.78,84.14,314.7561,4.00,0.0,0.0,0.0
WF-3-BJ81,497681.23,5404664.22,146.3980,0.243309,green,27.10,84.00,316.8494,4.00,0.0,0.0,0.0
WF-3-BJ82,497706.27,5404664.22,146.2077,0.242400,green,26.43,83.85,318.9427,4.00,0.0,0.0,0.0
WF-3-BJ83,497731.31,5404664.22,146.0178,0.241494,green,25.59,83.74,321.4498,4.00,0.0,0.0,0.0
WF-3-BJ84,497756.35,5404664.22,145.8282,0.240590,green,24.62,83.68,324.2962,4.00,0.0,0.0,0.0
WF-3-BJ85,497781.39,5404664.22,145.6386,0.239685,green,23.65,83.61,327.1427,4.00,0.0,0.0,0.0
WF-3-BJ86,497806.43,5404664.22,145.3399,0.238260,green,22.66,83.24,330.7575,4.00,0.0,0.0,0.0
WF-3-BJ87,497831.47,5404664.22,145.0226,0.236746,green,21.67,82.83,334.5032,4.00,0.0,0.0,0.0
WF-3-BJ88,497856.51,5404664.22,144.6412,0.234926,green,20.71,82.28,338.3883,4.00,0.0,0.0,0.0
WF-3-BJ89,497881.55,5404664.22,143.9225,0.231497,green,19.93,81.01,343.0073,4.00,0.0,0.0,0.0
WF-3-BJ90,497906.59,5404664.22,143.2038,0.228068,green,19.15,79.73,347.6263,4.00,0.0,0.0,0.0
WF-3-BJ91,497931.63,5404664.22,141.9597,0.222132,green,18.57,77.53,352.7528,4.00,0.0,0.0,0.0
WF-3-BJ92,497956.67,5404664.22,140.1102,0.213308,green,18.22,74.25,358.4642,4.00,0.0,0.0,0.0
WF-3-BJ93,497981.71,5404664.22,138.2607,0.204484,green,17.87,70.97,364.1756,4.00,0.0,0.0,0.0
WF-3-BJ94,498006.75,5404664.22,135.2576,0.190156,green,17.94,65.81,370.3926,4.00,0.0,0.0,0.0
WF-3-BJ95,498031.79,5404664.22,131.9095,0.174181,green,18.13,60.07,376.7610,4.00,0.0,0.0,0.0
WF-3-BJ96,498056.83,5404664.22,128.8066,0.159376,green,18.32,54.76,382.6241,4.00,0.0,0.0,0.0
WF-3-BJ97,498081.87,5404664.22,128.7374,0.159046,green,18.38,54.71,382.2367,4.00,0.0,0.0,0.0
WF-3-BJ98,498106.91,5404664.22,128.6681,0.158716,green,18.44,54.65,381.8494,4.00,0.0,0.0,0.0
WF-3-BJ99,498131.95,5404664.22,129.6477,0.163390,green,18.46,56.44,379.2120,4.00,0.0,0.0,0.0
WF-3-BJ100,498156.99,5404664.22,132.3394,0.176232,green,18.39,61.25,372.9017,4.00,0.0,0.0,0.0
WF-3-BJ101,498182.03,5404664.22,135.0311,0.189075,green,18.31,66.05,366.5915,4.00,0.0,0.0,0.0
WF-3-BJ102,498207.07,5404664.22,137.3361,0.200073,green,18.39,70.22,360.4474,4.00,0.0,0.0,0.0
WF-3-BJ103,498232.11,5404664.22,139.4634,0.210222,green,18.53,74.09,354.3798,4.00,0.0,0.0,0.0
WF-3-BJ104,498257.15,5404664.22,141.5906,0.220371,green,18.66,77.97,348.3122,4.00,0.0,0.0,0.0
WF-3-BJ105,498282.19,5404664.22,143.4229,0.229113,green,18.93,81.12,343.3714,4.00,0.0,0.0,0.0
WF-3-BJ106,498307.23,5404664.22,145.2521,0.237841,green,19.20,84.27,338.4420,4.00,0.0,0.0,0.0
WF-3-BJ107,498332.27,5404664.22,147.2071,0.247169,green,19.49,87.49,333.8016,4.00,0.0,0.0,0.0
WF-3-BJ108,498357.31,5404664.22,149.4625,0.257929,green,19.82,90.90,329.8516,4.00,0.0,0.0,0.0
WF-3-BJ109,498382.35,5404664.22,151.7178,0.268690,green,20.16,94.31,325.9016,4.00,0.0,0.0,0.0
WF-3-BJ110,498407.39,5404664.22,154.6154,0.282515,green,20.53,98.39,322.3977,4.00,0.0,0.0,0.0
WF-3-BJ111,498432.43,5404664.22,157.9407,0.298381,green,20.92,102.92,319.1910,4.00,0.0,0.0,0.0
WF-3-BJ112,498457.47,5404664.22,161.2661,0.314247,green,21.32,107.45,315.9842,4.00,0.0,0.0,0.0
WF-3-BJ113,498482.51,5404664.22,165.6437,0.335133,green,21.75,113.14,313.3711,4.00,0.0,0.0,0.0
WF-3-BJ114,498507.55,5404664.22,170.1314,0.356545,green,22.19,118.94,310.8201,4.00,0.0,0.0,0.0
WF-3-BJ115,498532.59,5404664.22,174.4290,0.377049,green,22.59,124.48,308.5008,4.00,0.0,0.0,0.0
WF-3-BJ116,498557.63,5404664.22,178.0130,0.394149,green,22.90,129.02,307.0510,4.00,0.0,0.0,0.0
WF-3-BJ117,498582.67,5404664.22,181.5970,0.411249,green,23.20,133.56,305.6012,4.00,0.0,0.0,0.0
WF-3-BJ118,498607.71,5404664.22,182.8723,0.417334,green,23.33,135.18,305.0231,4.00,0.0,0.0,0.0
WF-3-BJ119,498632.75,5404664.22,181.9774,0.413064,green,23.28,134.05,305.2645,4.00,0.0,0.0,0.0
WF-3-BJ120,498657.79,5404664.22,181.0825,0.408794,green,23.24,132.91,305.5058,4.00,0.0,0.0,0.0
WF-3-BJ121,498682.83,5404664.22,177.5712,0.392041,green,23.13,128.40,306.5034,4.00,0.0,0.0,0.0
WF-3-BJ122,498707.87,5404664.22,173.4877,0.372558,green,23.00,123.16,307.6664,4.00,0.0,0.0,0.0
WF-3-BJ123,498732.91,5404664.22,169.5014,0.353539,green,22.92,118.00,308.8045,4.00,0.0,0.0,0.0
WF-3-BJ124,498757.95,5404664.22,166.1918,0.337748,green,23.10,113.51,309.7691,4.00,0.0,0.0,0.0
WF-3-BJ125,498782.99,5404664.22,162.8822,0.321957,green,23.29,109.01,310.7337,4.00,0.0,0.0,0.0
WF-3-BJ126,498808.03,5404664.22,160.3930,0.310081,green,23.64,105.46,311.5122,4.00,0.0,0.0,0.0
WF-3-BJ127,498833.07,5404664.22,158.9882,0.303379,green,24.18,103.14,312.0450,4.00,0.0,0.0,0.0
WF-3-BJ128,498858.11,5404664.22,157.5835,0.296676,green,24.73,100.82,312.5777,4.00,0.0,0.0,0.0
WF-3-BJ129,498883.14,5404664.22,157.1563,0.294638,green,25.41,99.66,312.8980,4.00,0.0,0.0,0.0
WF-3-BJ130,498908.18,5404689.88,160.2076,0.309196,green,27.42,101.70,313.5060,4.00,0.0,0.0,0.0
WF-3-BJ131,498908.18,5404715.55,163.1746,0.323353,green,28.95,104.04,314.0062,4.00,0.0,0.0,0.0
WF-3-BJ132,498908.18,5404741.22,166.0542,0.337092,green,30.62,106.14,314.5805,4.00,0.0,0.0,0.0
WF-3-BJ133,498908.18,5404766.88,168.9231,0.350780,green,32.41,108.13,315.1644,4.00,0.0,0.0,0.0
WF-3-BJ134,498908.18,5404792.55,171.7750,0.364387,green,34.40,109.93,315.7635,4.00,0.0,0.0,0.0
WF-3-BJ135,498908.18,5404818.22,174.5564,0.377657,green,36.36,111.68,316.3402,4.00,0.0,0.0,0.0
WF-3-BJ136,498908.18,5404843.88,176.8495,0.388598,green,38.06,113.06,316.7628,4.00,0.0,0.0,0.0
WF-3-BJ137,498908.18,5404869.55,179.1425,0.399538,green,39.76,114.44,317.1853,4.00,0.0,0.0,0.0
WF-3-BJ138,498908.18,5404895.22,180.1304,0.404252,green,40.46,115.02,317.5365,4.00,0.0,0.0,0.0
