ID,X,Y,厚度Ti,弹模Ei,间距Hi,埋深Di,采高Mi,垮落角,面宽,煤柱宽
WF-1-BJ198,496879.16,5404296.22,29.89,24.9,114.43,202.2117,23.14,0.0,0.0,0.0
WF-1-BJ199,496854.11,5404296.22,29.19,24.9,110.92,209.9244,22.75,0.0,0.0,0.0
WF-1-BJ200,496829.06,5404296.22,28.73,24.9,107.76,216.4123,22.01,0.0,0.0,0.0
WF-1-BJ201,496804.01,5404296.22,28.55,24.9,105.06,221.3974,21.30,0.0,0.0,0.0
WF-1-BJ202,496778.96,5404296.22,28.36,24.9,102.35,226.3826,20.59,0.0,0.0,0.0
WF-1-BJ203,496753.91,5404296.22,28.38,24.9,100.35,229.7118,20.01,0.0,0.0,0.0
WF-1-BJ204,496728.86,5404296.22,28.47,24.9,98.58,232.5043,19.49,0.0,0.0,0.0
WF-1-BJ205,496703.81,5404296.22,28.54,24.9,96.88,235.1825,18.98,0.0,0.0,0.0
WF-1-BJ206,496678.76,5404296.22,28.46,24.9,96.30,236.1106,18.84,0.0,0.0,0.0
WF-1-BJ207,496653.71,5404296.22,28.37,24.9,95.71,237.0387,18.69,0.0,0.0,0.0
WF-1-BJ208,496628.66,5404296.22,28.12,24.9,95.50,237.5012,18.70,0.0,0.0,0.0
WF-1-BJ209,496603.61,5404296.22,27.58,24.9,95.91,237.1623,18.97,0.0,0.0,0.0
WF-1-BJ210,496578.56,5404296.22,27.05,24.9,96.32,236.8235,19.24,0.0,0.0,0.0
WF-1-BJ211,496553.51,5404296.22,26.32,24.9,96.94,236.1514,19.63,0.0,0.0,0.0
WF-1-BJ212,496528.46,5404296.22,25.50,24.9,97.67,235.3178,20.08,0.0,0.0,0.0
WF-1-BJ213,496503.41,5404296.22,24.68,24.9,98.40,234.4843,20.53,0.0,0.0,0.0
WF-1-BJ214,496478.36,5404296.22,23.87,24.9,98.98,233.5947,20.95,0.0,0.0,0.0
WF-1-BJ215,496453.31,5404296.22,23.06,24.8,99.56,232.7038,21.36,0.0,0.0,0.0
WF-1-BJ216,496428.26,5404296.22,22.29,24.8,100.06,231.8293,21.75,0.0,0.0,0.0
WF-1-BJ217,496403.21,5404296.22,21.62,24.8,100.40,230.9953,22.06,0.0,0.0,0.0
WF-1-BJ218,496378.16,5404296.22,20.96,24.8,100.74,230.1613,22.37,0.0,0.0,0.0
WF-1-BJ219,496353.11,5404296.22,20.39,24.8,100.99,229.3879,22.62,0.0,0.0,0.0
WF-1-BJ220,496328.06,5404296.22,19.88,24.8,101.19,228.6564,22.83,0.0,0.0,0.0
WF-1-BJ221,496303.01,5404296.22,19.37,24.8,101.39,227.9248,23.03,0.0,0.0,0.0
WF-1-BJ222,496277.96,5404296.22,18.97,24.8,101.58,227.3598,23.14,0.0,0.0,0.0
WF-1-BJ223,496252.91,5404296.22,18.59,24.8,101.77,226.8136,23.14,0.0,0.0,0.0
WF-1-BJ224,496227.86,5404270.55,18.44,24.8,100.75,224.0456,23.14,0.0,0.0,0.0
WF-1-BJ225,496227.86,5404244.88,18.62,24.8,99.54,221.6746,23.14,0.0,0.0,0.0
WF-1-BJ226,496227.86,5404219.22,18.52,24.8,98.35,218.8001,23.14,0.0,0.0,0.0
WF-1-BJ227,496227.86,5404193.55,18.25,24.9,97.18,215.5981,23.14,0.0,0.0,0.0
WF-1-BJ228,496227.86,5404167.88,17.80,24.9,96.05,212.1860,23.14,0.0,0.0,0.0
WF-1-BJ229,496227.86,5404142.22,17.00,24.9,95.00,208.3756,23.14,0.0,0.0,0.0
WF-1-BJ230,496227.86,5404116.55,16.19,24.9,93.97,204.6118,23.14,0.0,0.0,0.0
WF-1-BJ231,496227.86,5404090.88,15.21,24.9,93.24,201.3520,23.14,0.0,0.0,0.0
WF-1-BJ232,496227.86,5404065.22,14.23,25.0,92.50,198.0922,23.14,0.0,0.0,0.0
WF-1-BJ233,496227.86,5404039.55,13.80,25.0,92.19,196.7158,23.14,0.0,0.0,0.0
WF-1-BJ234,496227.86,5404013.88,13.50,25.0,91.99,195.7415,23.14,0.0,0.0,0.0
WF-2-BJ1,495677.77,5404326.22,13.72,24.9,95.94,212.2737,4.00,0.0,0.0,0.0
WF-2-BJ2,495702.81,5404326.22,14.54,24.8,96.41,214.6693,4.00,0.0,0.0,0.0
WF-2-BJ3,495727.85,5404326.22,15.25,24.8,97.08,216.9584,4.00,0.0,0.0,0.0
WF-2-BJ4,495752.89,5404326.22,15.97,24.8,97.74,219.2475,4.00,0.0,0.0,0.0
WF-2-BJ5,495777.94,5404326.22,16.39,24.8,98.57,220.9839,4.00,0.0,0.0,0.0
WF-2-BJ6,495802.98,5404326.22,16.66,24.7,99.47,222.4737,4.00,0.0,0.0,0.0
WF-2-BJ7,495828.02,5404326.22,16.94,24.7,100.38,223.9635,4.00,0.0,0.0,0.0
WF-2-BJ8,495853.06,5404326.22,16.86,24.7,101.35,224.7546,4.00,0.0,0.0,0.0
WF-2-BJ9,495878.10,5404326.22,16.78,24.7,102.32,225.5435,4.00,0.0,0.0,0.0
WF-2-BJ10,495903.15,5404326.22,16.66,24.7,103.24,226.1978,4.00,0.0,0.0,0.0
WF-2-BJ11,495928.19,5404326.22,16.46,24.8,104.02,226.5414,4.00,0.0,0.0,0.0
WF-2-BJ12,495953.23,5404326.22,16.25,24.8,104.80,226.8851,4.00,0.0,0.0,0.0
WF-2-BJ13,495978.27,5404326.22,16.11,24.8,105.31,227.0852,4.00,0.0,0.0,0.0
WF-2-BJ14,496003.31,5404326.22,16.01,24.8,105.64,227.1926,4.00,0.0,0.0,0.0
WF-2-BJ15,496028.36,5404326.22,15.91,24.8,105.97,227.3000,4.00,0.0,0.0,0.0
WF-2-BJ16,496053.40,5404326.22,16.00,24.8,105.84,227.3331,4.00,0.0,0.0,0.0
WF-2-BJ17,496078.44,5404326.22,16.10,24.8,105.66,227.3590,4.00,0.0,0.0,0.0
WF-2-BJ18,496103.48,5404326.22,16.24,24.8,105.43,227.3980,4.00,0.0,0.0,0.0
WF-2-BJ19,496128.52,5404326.22,16.49,24.8,105.01,227.4841,4.00,0.0,0.0,0.0
WF-2-BJ20,496153.57,5404326.22,16.74,24.8,104.58,227.5701,4.00,0.0,0.0,0.0
WF-2-BJ21,496178.61,5404326.22,17.04,24.8,104.17,227.7452,4.00,0.0,0.0,0.0
WF-2-BJ22,496203.65,5404326.22,17.37,24.8,103.77,228.0014,4.00,0.0,0.0,0.0
WF-2-BJ23,496228.69,5404326.22,17.70,24.8,103.37,228.2576,4.00,0.0,0.0,0.0
WF-2-BJ24,496253.73,5404326.22,18.08,24.8,103.07,228.6699,4.00,0.0,0.0,0.0
WF-2-BJ25,496278.78,5404326.22,18.46,24.8,102.79,229.1144,4.00,0.0,0.0,0.0
WF-2-BJ26,496303.82,5404326.22,18.86,24.8,102.52,229.5757,4.00,0.0,0.0,0.0
WF-2-BJ27,496328.86,5404326.22,19.32,24.8,102.30,230.1455,4.00,0.0,0.0,0.0
WF-2-BJ28,496353.90,5404326.22,19.79,24.8,102.08,230.7154,4.00,0.0,0.0,0.0
WF-2-BJ29,496378.94,5404326.22,20.30,24.8,101.83,231.3072,4.00,0.0,0.0,0.0
WF-2-BJ30,496403.99,5404326.22,20.88,24.8,101.54,231.9273,4.00,0.0,0.0,0.0
WF-2-BJ31,496429.03,5404326.22,21.46,24.8,101.25,232.5474,4.00,0.0,0.0,0.0
WF-2-BJ32,496454.07,5404326.22,22.13,24.8,100.84,233.1639,4.00,0.0,0.0,0.0
WF-2-BJ33,496479.11,5404326.22,22.82,24.8,100.40,233.7792,4.00,0.0,0.0,0.0
WF-2-BJ34,496504.15,5404326.22,23.52,24.9,99.95,234.3887,4.00,0.0,0.0,0.0
WF-2-BJ35,496529.20,5404326.22,24.24,24.9,99.43,234.8862,4.00,0.0,0.0,0.0
WF-2-BJ36,496554.24,5404326.22,24.96,24.9,98.91,235.3838,4.00,0.0,0.0,0.0
WF-2-BJ37,496579.28,5404326.22,25.60,24.9,98.50,235.7177,4.00,0.0,0.0,0.0
WF-2-BJ38,496604.32,5404326.22,26.12,24.9,98.27,235.7547,4.00,0.0,0.0,0.0
WF-2-BJ39,496629.36,5404326.22,26.63,24.9,98.05,235.7917,4.00,0.0,0.0,0.0
WF-2-BJ40,496654.41,5404326.22,26.94,24.9,98.35,235.1332,4.00,0.0,0.0,0.0
WF-2-BJ41,496679.45,5404326.22,27.13,24.9,98.92,234.1172,4.00,0.0,0.0,0.0
WF-2-BJ42,496704.49,5404326.22,27.33,24.9,99.49,233.1012,4.00,0.0,0.0,0.0
WF-2-BJ43,496729.53,5404326.22,27.42,24.9,101.01,230.5236,4.00,0.0,0.0,0.0
WF-2-BJ44,496754.57,5404326.22,27.51,24.9,102.56,227.8907,4.00,0.0,0.0,0.0
WF-2-BJ45,496779.62,5404326.22,27.67,24.9,104.36,224.6844,4.00,0.0,0.0,0.0
WF-2-BJ46,496804.66,5404326.22,27.99,24.9,106.79,219.9368,4.00,0.0,0.0,0.0
WF-2-BJ47,496829.70,5404326.22,28.32,24.9,109.23,215.1891,4.00,0.0,0.0,0.0
WF-2-BJ48,496854.74,5404326.22,28.92,24.9,112.18,208.8075,4.00,0.0,0.0,0.0
WF-2-BJ49,496879.78,5404326.22,29.71,24.9,115.49,201.2251,4.00,0.0,0.0,0.0
WF-2-BJ50,496904.83,5404326.22,30.51,24.9,118.80,193.6427,4.00,0.0,0.0,0.0
WF-2-BJ51,496929.87,5404326.22,31.79,24.9,122.99,182.8515,4.00,0.0,0.0,0.0
WF-2-BJ52,496954.91,5404326.22,33.14,24.9,127.30,171.6298,4.00,0.0,0.0,0.0
WF-2-BJ53,496979.95,5404326.22,34.57,24.9,131.73,159.8658,4.00,0.0,0.0,0.0
WF-2-BJ54,497004.99,5404326.22,36.30,25.0,136.70,145.7443,4.00,0.0,0.0,0.0
WF-2-BJ55,497030.04,5404326.22,38.03,25.0,141.68,131.6229,4.00,0.0,0.0,0.0
WF-2-BJ56,497055.08,5404326.22,39.55,25.0,146.02,119.0510,4.00,0.0,0.0,0.0
WF-2-BJ57,497080.12,5404326.22,40.86,25.0,149.72,108.0767,4.00,0.0,0.0,0.0
WF-2-BJ58,497105.16,5404326.22,42.17,25.0,153.41,97.1025,4.00,0.0,0.0,0.0
WF-2-BJ59,497130.20,5404326.22,42.28,25.0,153.65,96.4453,4.00,0.0,0.0,0.0
WF-2-BJ60,497155.25,5404326.22,42.09,25.0,153.01,98.4052,4.00,0.0,0.0,0.0
WF-2-BJ61,497180.29,5404326.22,41.77,25.0,151.95,101.6519,4.00,0.0,0.0,0.0
WF-2-BJ62,497205.33,5404326.22,40.38,25.0,147.14,116.1088,4.00,0.0,0.0,0.0
WF-2-BJ63,497230.37,5404326.22,38.98,25.0,142.34,130.5657,4.00,0.0,0.0,0.0
WF-2-BJ64,497255.41,5404326.22,37.62,25.0,137.07,146.1351,4.00,0.0,0.0,0.0
WF-2-BJ65,497280.46,5404326.22,36.30,25.0,131.11,163.3169,4.00,0.0,0.0,0.0
WF-2-BJ66,497305.50,5404326.22,34.98,25.0,125.15,180.4987,4.00,0.0,0.0,0.0
WF-2-BJ67,497330.54,5404326.22,34.17,25.0,119.55,195.6886,4.00,0.0,0.0,0.0
WF-2-BJ68,497355.58,5404326.22,33.56,25.0,114.10,210.0790,4.00,0.0,0.0,0.0
WF-2-BJ69,497380.62,5404326.22,32.97,25.0,108.67,224.4041,4.00,0.0,0.0,0.0
WF-2-BJ70,497405.67,5404326.22,33.10,25.0,103.97,235.3361,4.00,0.0,0.0,0.0
WF-2-BJ71,497430.71,5404326.22,33.24,25.0,99.27,246.2681,4.00,0.0,0.0,0.0
WF-2-BJ72,497455.75,5404326.22,33.54,25.0,94.84,256.2058,4.00,0.0,0.0,0.0
WF-2-BJ73,497480.79,5404326.22,34.19,25.0,90.97,264.0713,4.00,0.0,0.0,0.0
WF-2-BJ74,497505.83,5404326.22,34.84,25.0,87.10,271.9367,4.00,0.0,0.0,0.0
WF-2-BJ75,497530.88,5404326.22,35.47,25.0,84.03,277.8923,4.00,0.0,0.0,0.0
WF-2-BJ76,497555.92,5404326.22,36.09,25.0,81.42,282.7239,4.00,0.0,0.0,0.0
WF-2-BJ77,497580.96,5404326.22,36.72,25.0,78.82,287.5555,4.00,0.0,0.0,0.0
WF-2-BJ78,497606.00,5404326.22,36.63,25.0,77.81,289.7098,4.00,0.0,0.0,0.0
WF-2-BJ79,497631.04,5404326.22,36.49,25.0,76.92,291.6774,4.00,0.0,0.0,0.0
WF-2-BJ80,497656.09,5404326.22,36.12,25.0,76.32,293.2555,4.00,0.0,0.0,0.0
WF-2-BJ81,497681.13,5404326.22,35.05,25.0,76.69,293.6010,4.00,0.0,0.0,0.0
WF-2-BJ82,497706.17,5404326.22,33.98,25.0,77.06,293.9465,4.00,0.0,0.0,0.0
WF-2-BJ83,497731.21,5404326.22,32.73,25.0,77.58,294.2020,4.00,0.0,0.0,0.0
WF-2-BJ84,497756.25,5404326.22,31.34,25.0,78.23,294.3824,4.00,0.0,0.0,0.0
WF-2-BJ85,497781.30,5404326.22,29.95,25.0,78.89,294.5627,4.00,0.0,0.0,0.0
WF-2-BJ86,497806.34,5404326.22,28.74,25.0,79.35,295.0031,4.00,0.0,0.0,0.0
WF-2-BJ87,497831.38,5404326.22,27.56,25.0,79.78,295.4891,4.00,0.0,0.0,0.0
WF-2-BJ88,497856.42,5404326.22,26.43,25.0,80.17,295.9830,4.00,0.0,0.0,0.0
WF-2-BJ89,497881.46,5404326.22,25.59,25.0,80.36,296.5189,4.00,0.0,0.0,0.0
WF-2-BJ90,497906.51,5404326.22,24.76,25.0,80.55,297.0548,4.00,0.0,0.0,0.0
WF-2-BJ91,497931.55,5404326.22,24.06,25.0,80.70,297.4022,4.00,0.0,0.0,0.0
WF-2-BJ92,497956.59,5404326.22,23.52,25.0,80.80,297.5297,4.00,0.0,0.0,0.0
WF-2-BJ93,497981.63,5404326.22,22.98,25.0,80.90,297.6571,4.00,0.0,0.0,0.0
WF-2-BJ94,498006.67,5404326.22,22.61,25.0,81.03,297.1873,4.00,0.0,0.0,0.0
WF-2-BJ95,498031.72,5404326.22,22.28,25.0,81.18,296.5356,4.00,0.0,0.0,0.0
WF-2-BJ96,498056.76,5404326.22,21.97,25.0,81.34,295.8298,4.00,0.0,0.0,0.0
WF-2-BJ97,498081.80,5404326.22,21.79,25.0,81.58,294.4253,4.00,0.0,0.0,0.0
WF-2-BJ98,498106.84,5404326.22,21.62,25.0,81.83,293.0207,4.00,0.0,0.0,0.0
WF-2-BJ99,498131.88,5404326.22,21.47,25.0,82.05,291.6029,4.00,0.0,0.0,0.0
WF-2-BJ100,498156.93,5404326.22,21.37,25.0,82.25,290.1631,4.00,0.0,0.0,0.0
WF-2-BJ101,498181.97,5404326.22,21.27,25.0,82.45,288.7234,4.00,0.0,0.0,0.0
WF-2-BJ102,498207.01,5404326.22,21.17,25.0,82.42,288.0013,4.00,0.0,0.0,0.0
WF-2-BJ103,498232.05,5404326.22,21.08,25.0,82.27,287.6129,4.00,0.0,0.0,0.0
WF-2-BJ104,498257.09,5404326.22,20.99,25.0,82.13,287.2245,4.00,0.0,0.0,0.0
WF-2-BJ105,498282.14,5404326.22,20.83,25.0,81.40,288.2566,4.00,0.0,0.0,0.0
WF-2-BJ106,498307.18,5404326.22,20.68,25.0,80.66,289.3062,4.00,0.0,0.0,0.0
WF-2-BJ107,498332.22,5404326.22,20.49,25.0,79.71,290.6210,4.00,0.0,0.0,0.0
WF-2-BJ108,498357.26,5404326.22,20.22,25.0,78.21,292.5754,4.00,0.0,0.0,0.0
WF-2-BJ109,498382.30,5404326.22,19.95,25.0,76.71,294.5298,4.00,0.0,0.0,0.0
WF-2-BJ110,498407.35,5404326.22,19.55,25.0,74.61,296.6994,4.00,0.0,0.0,0.0
WF-2-BJ111,498432.39,5404326.22,19.08,25.0,72.11,299.0135,4.00,0.0,0.0,0.0
WF-2-BJ112,498457.43,5404326.22,18.60,25.0,69.61,301.3277,4.00,0.0,0.0,0.0
WF-2-BJ113,498482.47,5404326.22,17.82,25.0,65.90,303.8758,4.00,0.0,0.0,0.0
WF-2-BJ114,498507.51,5404326.22,17.01,25.0,62.06,306.4489,4.00,0.0,0.0,0.0
WF-2-BJ115,498532.56,5404326.22,16.11,25.0,57.95,309.0812,4.00,0.0,0.0,0.0
WF-2-BJ116,498557.60,5404326.22,14.89,25.0,52.86,311.9374,4.00,0.0,0.0,0.0
WF-2-BJ117,498582.64,5404326.22,13.67,25.0,47.76,314.7935,4.00,0.0,0.0,0.0
WF-2-BJ118,498607.68,5404326.22,12.47,25.0,43.02,317.3864,4.00,0.0,0.0,0.0
WF-2-BJ119,498632.72,5404326.22,11.30,25.0,38.62,319.7308,4.00,0.0,0.0,0.0
WF-2-BJ120,498657.77,5404326.22,10.13,25.0,34.22,322.0751,4.00,0.0,0.0,0.0
WF-2-BJ121,498682.81,5404326.22,9.96,25.0,33.27,322.5104,4.00,0.0,0.0,0.0
WF-2-BJ122,498707.85,5404326.22,10.00,25.0,33.08,322.5258,4.00,0.0,0.0,0.0
WF-2-BJ123,498732.89,5404326.22,10.21,25.0,33.33,322.2812,4.00,0.0,0.0,0.0
WF-2-BJ124,498757.93,5404326.22,11.49,25.0,36.69,320.2170,4.00,0.0,0.0,0.0
WF-2-BJ125,498782.97,5404326.22,12.77,25.0,40.06,318.1529,4.00,0.0,0.0,0.0
WF-2-BJ126,498808.02,5404326.22,14.09,25.0,43.50,316.0768,4.00,0.0,0.0,0.0
WF-2-BJ127,498833.06,5404326.22,15.43,25.0,47.06,313.9848,4.00,0.0,0.0,0.0
WF-2-BJ128,498858.10,5404326.22,16.78,25.0,50.61,311.8929,4.00,0.0,0.0,0.0
WF-2-BJ129,498883.14,5404326.22,17.82,25.0,53.54,310.3494,4.00,0.0,0.0,0.0
WF-2-BJ130,498908.18,5404351.88,17.89,25.0,56.71,310.9127,4.00,0.0,0.0,0.0
WF-2-BJ131,498908.18,5404377.55,17.72,25.0,58.29,311.8250,4.00,0.0,0.0,0.0
WF-2-BJ132,498908.18,5404403.22,17.54,25.0,59.87,312.7373,4.00,0.0,0.0,0.0
WF-2-BJ133,498908.18,5404428.88,17.84,25.0,62.79,313.0408,4.00,0.0,0.0,0.0
WF-2-BJ134,498908.18,5404454.55,18.29,25.0,66.08,313.1738,4.00,0.0,0.0,0.0
WF-2-BJ135,498908.18,5404480.22,18.92,25.0,69.97,313.1488,4.00,0.0,0.0,0.0
WF-2-BJ136,498908.18,5404505.88,19.74,25.0,74.42,312.9783,4.00,0.0,0.0,0.0
WF-2-BJ137,498908.18,5404531.55,20.60,25.0,78.88,312.8216,4.00,0.0,0.0,0.0
WF-2-BJ138,498908.18,5404557.22,21.58,25.0,83.40,312.7041,4.00,0.0,0.0,0.0
WF-2-BJ139,498908.18,5404582.88,22.55,25.0,87.92,312.5865,4.00,0.0,0.0,0.0
WF-2-BJ140,498908.18,5404608.55,23.62,25.0,91.67,312.6860,4.00,0.0,0.0,0.0
WF-2-BJ141,498883.14,5404634.22,24.09,25.0,96.15,312.6241,4.00,0.0,0.0,0.0
WF-2-BJ142,498858.10,5404634.22,23.53,25.0,97.29,312.3901,4.00,0.0,0.0,0.0
WF-2-BJ143,498833.06,5404634.22,23.11,25.0,99.58,311.9540,4.00,0.0,0.0,0.0
WF-2-BJ144,498808.02,5404634.22,22.70,25.0,101.87,311.5180,4.00,0.0,0.0,0.0
WF-2-BJ145,498782.97,5404634.22,22.48,25.0,105.45,310.8318,4.00,0.0,0.0,0.0
WF-2-BJ146,498757.93,5404634.22,22.42,25.0,110.00,309.9567,4.00,0.0,0.0,0.0
WF-2-BJ147,498732.89,5404634.22,22.35,25.0,114.55,309.0816,4.00,0.0,0.0,0.0
WF-2-BJ148,498707.85,5404634.22,22.53,25.0,119.90,308.0050,4.00,0.0,0.0,0.0
WF-2-BJ149,498682.81,5404634.22,22.76,25.0,125.35,306.8996,4.00,0.0,0.0,0.0
WF-2-BJ150,498657.77,5404634.22,22.95,25.0,130.05,305.9514,4.00,0.0,0.0,0.0
WF-2-BJ151,498632.72,5404634.22,23.02,25.0,131.29,305.7178,4.00,0.0,0.0,0.0
WF-2-BJ152,498607.68,5404634.22,23.08,25.0,132.54,305.4842,4.00,0.0,0.0,0.0
WF-2-BJ153,498582.64,5404634.22,22.97,25.0,131.00,306.0164,4.00,0.0,0.0,0.0
WF-2-BJ154,498557.60,5404634.22,22.66,25.0,126.50,307.3600,4.00,0.0,0.0,0.0
WF-2-BJ155,498532.56,5404634.22,22.35,25.0,122.00,308.7035,4.00,0.0,0.0,0.0
WF-2-BJ156,498507.51,5404634.22,21.96,25.0,116.61,310.8399,4.00,0.0,0.0,0.0
WF-2-BJ157,498482.47,5404634.22,21.56,25.0,110.98,313.1859,4.00,0.0,0.0,0.0
WF-2-BJ158,498457.43,5404634.22,21.15,25.0,105.48,315.5976,4.00,0.0,0.0,0.0
WF-2-BJ159,498432.39,5404634.22,20.81,25.0,101.12,318.6262,4.00,0.0,0.0,0.0
WF-2-BJ160,498407.35,5404634.22,20.47,25.0,96.76,321.6549,4.00,0.0,0.0,0.0
WF-2-BJ161,498382.30,5404634.22,20.16,25.0,92.79,325.0389,4.00,0.0,0.0,0.0
WF-2-BJ162,498357.26,5404634.22,19.88,25.0,89.41,328.9527,4.00,0.0,0.0,0.0
WF-2-BJ163,498332.22,5404634.22,19.61,25.0,86.03,332.8665,4.00,0.0,0.0,0.0
WF-2-BJ164,498307.18,5404634.22,19.38,25.0,82.65,337.6693,4.00,0.0,0.0,0.0
WF-2-BJ165,498282.14,5404634.22,19.17,25.0,79.28,342.8410,4.00,0.0,0.0,0.0
WF-2-BJ166,498257.09,5404634.22,18.96,25.0,75.89,348.0324,4.00,0.0,0.0,0.0
WF-2-BJ167,498232.05,5404634.22,18.89,25.0,71.36,354.8341,4.00,0.0,0.0,0.0
WF-2-BJ168,498207.01,5404634.22,18.81,25.0,66.84,361.6357,4.00,0.0,0.0,0.0
WF-2-BJ169,498181.97,5404634.22,18.80,25.0,61.87,368.6700,4.00,0.0,0.0,0.0
WF-2-BJ170,498156.93,5404634.22,18.94,25.0,55.98,376.2044,4.00,0.0,0.0,0.0
WF-2-BJ171,498131.88,5404634.22,19.09,25.0,50.08,383.7388,4.00,0.0,0.0,0.0
WF-2-BJ172,498106.84,5404634.22,19.16,25.0,47.42,387.1111,4.00,0.0,0.0,0.0
WF-2-BJ173,498081.80,5404634.22,19.19,25.0,46.71,387.9620,4.00,0.0,0.0,0.0
WF-2-BJ174,498056.76,5404634.22,19.21,25.0,46.01,388.8129,4.00,0.0,0.0,0.0
WF-2-BJ175,498031.72,5404634.22,19.07,25.0,52.00,381.7900,4.00,0.0,0.0,0.0
WF-2-BJ176,498006.67,5404634.22,18.92,25.0,58.51,374.1565,4.00,0.0,0.0,0.0
WF-2-BJ177,497981.63,5404634.22,18.88,25.0,64.53,366.6885,4.00,0.0,0.0,0.0
WF-2-BJ178,497956.59,5404634.22,19.22,25.0,68.95,359.7643,4.00,0.0,0.0,0.0
WF-2-BJ179,497931.55,5404634.22,19.55,25.0,73.37,352.8402,4.00,0.0,0.0,0.0
WF-2-BJ180,497906.51,5404634.22,20.16,25.0,76.40,346.8529,4.00,0.0,0.0,0.0
WF-2-BJ181,497881.46,5404634.22,20.99,25.0,78.23,341.6682,4.00,0.0,0.0,0.0
WF-2-BJ182,497856.42,5404634.22,21.83,25.0,80.06,336.4834,4.00,0.0,0.0,0.0
WF-2-BJ183,497831.38,5404634.22,22.92,25.0,80.78,332.3260,4.00,0.0,0.0,0.0
WF-2-BJ184,497806.34,5404634.22,24.07,25.0,81.31,328.3585,4.00,0.0,0.0,0.0
WF-2-BJ185,497781.30,5404634.22,25.22,25.0,81.74,324.5523,4.00,0.0,0.0,0.0
WF-2-BJ186,497756.25,5404634.22,26.40,25.0,81.67,321.6651,4.00,0.0,0.0,0.0
WF-2-BJ187,497731.21,5404634.22,27.59,25.0,81.60,318.7780,4.00,0.0,0.0,0.0
WF-2-BJ188,497706.17,5404634.22,28.62,25.0,81.54,316.2701,4.00,0.0,0.0,0.0
WF-2-BJ189,497681.13,5404634.22,29.47,25.0,81.50,314.2175,4.00,0.0,0.0,0.0
WF-2-BJ190,497656.09,5404634.22,30.31,25.0,81.46,312.1648,4.00,0.0,0.0,0.0
WF-2-BJ191,497631.04,5404634.22,30.67,25.0,81.87,310.3039,4.00,0.0,0.0,0.0
WF-2-BJ192,497606.00,5404634.22,30.86,25.0,82.43,308.5035,4.00,0.0,0.0,0.0
WF-2-BJ193,497580.96,5404634.22,31.03,25.0,83.04,306.6768,4.00,0.0,0.0,0.0
WF-2-BJ194,497555.92,5404634.22,30.67,25.0,84.35,304.4724,4.00,0.0,0.0,0.0
WF-2-BJ195,497530.88,5404634.22,30.31,25.0,85.66,302.2680,4.00,0.0,0.0,0.0
WF-2-BJ196,497505.83,5404634.22,29.89,25.0,87.13,299.7836,4.00,0.0,0.0,0.0
WF-2-BJ197,497480.79,5404634.22,29.35,24.9,88.88,296.8234,4.00,0.0,0.0,0.0
WF-2-BJ198,497455.75,5404634.22,28.81,24.9,90.62,293.8632,4.00,0.0,0.0,0.0
WF-2-BJ199,497430.71,5404634.22,28.35,24.9,92.43,290.3802,4.00,0.0,0.0,0.0
WF-2-BJ200,497405.67,5404634.22,27.92,24.9,94.27,286.6463,4.00,0.0,0.0,0.0
WF-2-BJ201,497380.62,5404634.22,27.49,24.9,96.11,282.9123,4.00,0.0,0.0,0.0
WF-2-BJ202,497355.58,5404634.22,27.25,24.9,97.85,278.6677,4.00,0.0,0.0,0.0
WF-2-BJ203,497330.54,5404634.22,27.00,24.9,99.59,274.4132,4.00,0.0,0.0,0.0
WF-2-BJ204,497305.50,5404634.22,26.80,24.9,101.27,270.1583,4.00,0.0,0.0,0.0
WF-2-BJ205,497280.46,5404634.22,26.69,24.9,102.79,265.9023,4.00,0.0,0.0,0.0
WF-2-BJ206,497255.41,5404634.22,26.57,24.9,104.30,261.6463,4.00,0.0,0.0,0.0
WF-2-BJ207,497230.37,5404634.22,26.48,24.9,105.61,257.7825,4.00,0.0,0.0,0.0
WF-2-BJ208,497205.33,5404634.22,26.40,24.9,106.77,254.1893,4.00,0.0,0.0,0.0
WF-2-BJ209,497180.29,5404634.22,26.31,24.9,107.94,250.5960,4.00,0.0,0.0,0.0
WF-2-BJ210,497155.25,5404634.22,26.17,24.9,108.70,248.0604,4.00,0.0,0.0,0.0
WF-2-BJ211,497130.20,5404634.22,26.01,24.9,109.41,245.6462,4.00,0.0,0.0,0.0
WF-2-BJ212,497105.16,5404634.22,25.84,24.9,110.04,243.4907,4.00,0.0,0.0,0.0
WF-2-BJ213,497080.12,5404634.22,25.55,24.9,110.31,242.3549,4.00,0.0,0.0,0.0
WF-2-BJ214,497055.08,5404634.22,25.27,24.9,110.59,241.2190,4.00,0.0,0.0,0.0
WF-2-BJ215,497030.04,5404634.22,24.92,24.9,110.70,240.5696,4.00,0.0,0.0,0.0
WF-2-BJ216,497004.99,5404634.22,24.50,24.9,110.65,240.3920,4.00,0.0,0.0,0.0
WF-2-BJ217,496979.95,5404634.22,24.08,24.9,110.60,240.2144,4.00,0.0,0.0,0.0
WF-2-BJ218,496954.91,5404634.22,23.56,24.8,110.43,240.4069,4.00,0.0,0.0,0.0
WF-2-BJ219,496929.87,5404634.22,23.01,24.8,110.23,240.6845,4.00,0.0,0.0,0.0
WF-2-BJ220,496904.83,5404634.22,22.45,24.8,110.03,240.9624,4.00,0.0,0.0,0.0
WF-2-BJ221,496879.78,5404634.22,21.78,24.8,109.85,241.2423,4.00,0.0,0.0,0.0
