ID,X,Y,Ti,Hi,Di,Mi
50-14,495394.96,5404813.13,6.996516365089617,100.13195557583644,299.79483426831183,27.826218879043033
50-15,495558.87,5404339.03,10.696360676642431,94.96552460358399,203.8480567905465,25.243719603624143
50-16,495724.71,5403865.27,67.87786737238224,62.1096652499601,178.55824439614832,19.069490480429224
52-17,495869.64,5404980.28,13.787253202218185,76.59884942068692,290.77660401637337,41.902817485575525
52-18,496022.31,5404502.09,10.802438843099559,118.00361709832347,229.71224033079937,21.451395421333828
52-19,496166.57,5404015.05,12.199581667065164,91.445568185978,192.80155455820483,25.23534145095644
54-16,496497.74,5404659.17,7.299661205137876,115.48496899530309,231.909098093961,22.128474198660147
54-17,496655.46,5404184.68,31.632076585747054,88.85049918662209,244.4626534248036,15.835807313952996
54-18,496814.18,5403710.73,23.183162331400297,95.82689997510062,163.46037774927933,19.168404565986965
56-18,496675.16,5405766.01,31.35688348996579,73.00938163099495,367.97156700493304,37.04692642415366
56-20,497136.01,5404331.36,42.302542426066445,153.68644247985495,96.34014280397436,30.708083012195786
56-22,497291.62,5403856.01,23.986753969365452,194.58296740663815,131.99082698946356,16.22456554912522
60-18,497934.73,5405121.27,7.779613353427024,85.03859004071307,393.3243889503244,43.132867854818635
60-20,498232.97,5404152.17,21.953776901034665,90.74516898742826,248.8583234878655,19.481153011911772
64-24,498879.63,5405400.98,19.677945541612143,126.4920940458836,372.1935098688027,22.685013884949218
BK12-2,497464.39,5404959.31,14.60483496032637,101.83285177536301,356.83871846581263,35.56832799192592
BK12-3,497621.5,5404458.17,47.71126722422848,62.24286425580121,311.53493637598046,20.34503793570063
BK12-4,497754,5403998.03,12.194059716264915,62.65869693390099,284.31600565322884,20.744470752296728
BK12-7,498083.15,5404638.49,19.176510551953626,46.220981428689576,388.73251817333505,18.32947883343106
BK12-8,498378.44,5403689.89,12.271841550530773,49.22906775544344,273.11533575653414,17.710084287159976
BK14-9,499027.9391,5404918.19,47.183947454547656,119.96733261235146,317.0020155563583,20.113803947222486
BK17-6,498782.26,5404074.31,33.90684523957599,41.61461319480937,284.1627637214279,25.335910803331167
BK20-1,498695.79,5404381,7.951356513242335,28.60157438033999,326.3661707269399,20.38220845540492
BK23-3,498046.92,5404790.11,11.424368794551016,111.04053318145104,349.5779966989163,23.234686252994607
BK23-4,498616.54,5404670.77,23.32672756065915,134.90001531923156,305.10055826176267,20.796951967260117
BK23-5,496173.39,5405602.25,9.64811541889802,164.53803905874395,200.28909911698577,39.89267808046772
BK23-6,496830.86,5405285.47,8.206169740141071,123.57734865078113,338.9048514908885,33.43188835734563
BK23-8,497760.29,5405592.22,9.273012685153304,73.24756997062292,417.5623351650098,39.59987951411134
BND-1,495394.96,5403689.89,38.97680814077955,83.40445225720815,211.37999341531156,22.534437268211356
BND-2,499027.9391,5403689.89,22.85316748544127,69.4792632033663,286.61893567941274,22.66203398502966
BND-3,499027.9391,5405766.01,21.245083040793368,107.82706450594564,339.57174223484174,24.87973815684942
BND-4,495394.96,5405766.01,16.478237061038186,108.06646106349348,267.2489380055088,31.23521360538112
BJ1,495601.8241,5404270.607,13.200146275778724,94.84693039488405,208.14380219984338,25.078399514020354
BJ2,495603.0531,5405808.912,16.13711708294668,113.23441761252559,264.2560668227804,32.37479210725365
BJ3,496085.1344,5404207.591,18.33256978994372,97.70666377175841,216.34034548582486,23.909223069656232
BJ4,496085.1344,5404272.579,17.565436718006495,101.7249939099088,223.30586171428237,23.607202149328693
BJ5,496170.8574,5403926.975,15.591730792946965,91.88699946313521,197.80285364523482,24.6796942290896
BJ6,496177.6283,5404207.591,18.024407900500726,97.67849475227635,216.1490501233559,23.8281192573099
BJ7,498958.8109,5405677.692,21.034339681631938,111.76101008974648,346.9132081643023,24.399373405657528
BJ8,498958.8109,5403926.114,26.876602680145464,57.96856609545037,288.6052537343561,23.647310798596376
